pagetitle,15;16;17;19;25;6
"AR01E500.LT.220/50";"";"5000 Нм ";"220/50";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E003.LT.24/DC";"";"30 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E005.LT.24/DC";"";"50 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E008.LT.24/DC";"";"80 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E010.LT.24/DC";"";"100 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E015.LT.24/DC";"";"150 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E020.LT.24/DC";"";"200 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E030.LT.24/DC";"";"300 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E040.LT.24/DC";"";"400 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E060.LT.24/DC";"";"600 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E080.LT.24/DC";"";"800 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E100.LT.24/DC";"";"1000 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E160.LT.24/DC";"";"1600 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E200.LT.24/DC";"";"2000 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E300.LT.24/DC";"";"3000 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E400.LT.24/DC";"";"4000 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E500.LT.24/DC";"";"5000 Нм ";"24/DC";;"привод -40°C  вкл/выкл";"products/valves/zatvor/AR01E.png";
"AR01E005.POSI.220/50";"";"50 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.POSI.220/50";"";"80 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.POSI.220/50";"";"100 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.POSI.220/50";"";"150 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.POSI.220/50";"";"200 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.POSI.220/50";"";"300 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.POSI.220/50";"";"400 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.POSI.220/50";"";"600 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.POSI.220/50";"";"800 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.POSI.220/50";"";"1000 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.POSI.220/50";"";"1600 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.POSI.220/50";"";"2000 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.POSI.220/50";"";"3000 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.POSI.220/50";"";"4000 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.POSI.220/50";"";"5000 Нм ";"220/50";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.POSI.24/DC";"";"50 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.POSI.24/DC";"";"80 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.POSI.24/DC";"";"100 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.POSI.24/DC";"";"150 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.POSI.24/DC";"";"200 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.POSI.24/DC";"";"300 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.POSI.24/DC";"";"400 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.POSI.24/DC";"";"600 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.POSI.24/DC";"";"800 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.POSI.24/DC";"";"1000 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.POSI.24/DC";"";"1600 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.POSI.24/DC";"";"2000 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.POSI.24/DC";"";"3000 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.POSI.24/DC";"";"4000 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.POSI.24/DC";"";"5000 Нм ";"24/DC";;"позиционер вход/выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.POSI.LT.220/50";"";"50 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.POSI.LT.220/50";"";"80 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.POSI.LT.220/50";"";"100 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.POSI.LT.220/50";"";"150 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.POSI.LT.220/50";"";"200 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.POSI.LT.220/50";"";"300 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.POSI.LT.220/50";"";"400 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.POSI.LT.220/50";"";"600 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.POSI.LT.220/50";"";"800 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.POSI.LT.220/50";"";"1000 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.POSI.LT.220/50";"";"1600 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.POSI.LT.220/50";"";"2000 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.POSI.LT.220/50";"";"3000 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.POSI.LT.220/50";"";"4000 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.POSI.LT.220/50";"";"5000 Нм ";"220/50";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.POSI.LT.24/DC";"";"50 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.POSI.LT.24/DC";"";"80 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.POSI.LT.24/DC";"";"100 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.POSI.LT.24/DC";"";"150 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.POSI.LT.24/DC";"";"200 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.POSI.LT.24/DC";"";"300 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.POSI.LT.24/DC";"";"400 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.POSI.LT.24/DC";"";"600 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.POSI.LT.24/DC";"";"800 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.POSI.LT.24/DC";"";"1000 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.POSI.LT.24/DC";"";"1600 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.POSI.LT.24/DC";"";"2000 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.POSI.LT.24/DC";"";"3000 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.POSI.LT.24/DC";"";"4000 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.POSI.LT.24/DC";"";"5000 Нм ";"24/DC";;"позиционер -40°С вход/выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.TR.220/50";"";"50 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.TR.220/50";"";"80 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.TR.220/50";"";"100 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.TR.220/50";"";"150 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.TR.220/50";"";"200 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.TR.220/50";"";"300 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.TR.220/50";"";"400 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.TR.220/50";"";"600 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.TR.220/50";"";"800 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.TR.220/50";"";"1000 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.TR.220/50";"";"1600 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.TR.220/50";"";"2000 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.TR.220/50";"";"3000 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.TR.220/50";"";"4000 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.TR.220/50";"";"5000 Нм ";"220/50";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.TR.24/DC";"";"50 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.TR.24/DC";"";"80 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.TR.24/DC";"";"100 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.TR.24/DC";"";"150 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.TR.24/DC";"";"200 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.TR.24/DC";"";"300 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.TR.24/DC";"";"400 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.TR.24/DC";"";"600 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.TR.24/DC";"";"800 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.TR.24/DC";"";"1000 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.TR.24/DC";"";"1600 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.TR.24/DC";"";"2000 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.TR.24/DC";"";"3000 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.TR.24/DC";"";"4000 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.TR.24/DC";"";"5000 Нм ";"24/DC";;"трансмиттер выход   4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.TR.LT.220/50";"";"50 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.TR.LT.220/50";"";"80 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.TR.LT.220/50";"";"100 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.TR.LT.220/50";"";"150 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.TR.LT.220/50";"";"200 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.TR.LT.220/50";"";"300 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.TR.LT.220/50";"";"400 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.TR.LT.220/50";"";"600 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.TR.LT.220/50";"";"800 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.TR.LT.220/50";"";"1000 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.TR.LT.220/50";"";"1600 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.TR.LT.220/50";"";"2000 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.TR.LT.220/50";"";"3000 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.TR.LT.220/50";"";"4000 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.TR.LT.220/50";"";"5000 Нм ";"220/50";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.TR.LT.24/DC";"";"50 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E008.TR.LT.24/DC";"";"80 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E010.TR.LT.24/DC";"";"100 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E015.TR.LT.24/DC";"";"150 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E020.TR.LT.24/DC";"";"200 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E030.TR.LT.24/DC";"";"300 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E040.TR.LT.24/DC";"";"400 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E060.TR.LT.24/DC";"";"600 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E080.TR.LT.24/DC";"";"800 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E100.TR.LT.24/DC";"";"1000 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E160.TR.LT.24/DC";"";"1600 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E200.TR.LT.24/DC";"";"2000 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E300.TR.LT.24/DC";"";"3000 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E400.TR.LT.24/DC";"";"4000 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E500.TR.LT.24/DC";"";"5000 Нм ";"24/DC";;"трансмиттер -40°С выход  4-20 мА";"products/valves/zatvor/AR01E.png";
"AR01E005.POTE.220/50";"";"50 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E008.POTE.220/50";"";"80 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E010.POTE.220/50";"";"100 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E015.POTE.220/50";"";"150 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E020.POTE.220/50";"";"200 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E030.POTE.220/50";"";"300 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E040.POTE.220/50";"";"400 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E060.POTE.220/50";"";"600 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E080.POTE.220/50";"";"800 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E100.POTE.220/50";"";"1000 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E160.POTE.220/50";"";"1600 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E200.POTE.220/50";"";"2000 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E300.POTE.220/50";"";"3000 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E400.POTE.220/50";"";"4000 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E500.POTE.220/50";"";"5000 Нм ";"220/50";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E005.POTE.24/DC";"";"50 Нм ";"24/DC";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E008.POTE.24/DC";"";"80 Нм ";"24/DC";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E010.POTE.24/DC";"";"100 Нм ";"24/DC";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
"AR01E015.POTE.24/DC";"";"150 Нм ";"24/DC";;"потенциометр выход   1-10 кOm";"products/valves/zatvor/AR01E.png";
