pagetitle,15;16;17;19;21;33;38;77;86;87;91;95;96;108;121;123;126;127;128;6
"RV1-MF-8N";"";"NPT 1/2";"0,6..17,2бар";"";"NPT 1/2";"Viton (стандарт)";"V63-MF-8N";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3M8-F8";"NPT 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"8MF8MF-RL4A-VT-SS-MN";"8MF8MF-RL4A-VT-SS-MN";"H-985-SS-N-1/2-SL";"";"assets/images/RV_MF_s100.jpg";
"RV1-H-6M-EP";"";"Hy-Lok 6mm";"0,6..17,2бар";"";"Hy-Lok 6mm";"Этиленпропилен";"V63-D-6M-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S6MM-EP";"Hy-Lok 6mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"M6AM6A-RL4A-EPRT-SS-MN";"M6AM6A-RL4A-EPRT-SS-MN";"H-900-SS-L-6 MM-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-H-8M-EP";"";"Hy-Lok 8mm";"0,6..17,2бар";"";"Hy-Lok 8mm";"Этиленпропилен";"V63-D-8M-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S8MM-EP";"Hy-Lok 8mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"M8AM8A-RL4A-EPRT-SS-MN";"M8AM8A-RL4A-EPRT-SS-MN";"H-900-SS-L-8 MM-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-H-10M-EP";"";"Hy-Lok 10mm";"0,6..17,2бар";"";"Hy-Lok 10mm";"Этиленпропилен";"V63-D-10M-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S10MM-EP";"Hy-Lok 10mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"M10AM10A-RL4A-EPRT-SS-MN";"M10AM10A-RL4A-EPRT-SS-MN";"H-900-SS-L-10 MM-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-H-12M-EP";"";"Hy-Lok 12mm";"0,6..17,2бар";"";"Hy-Lok 12mm";"Этиленпропилен";"V63-D-12M-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S12MM-EP";"Hy-Lok 12mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"M12AM12A-RL4A-EPRT-SS-MN";"M12AM12A-RL4A-EPRT-SS-MN";"H-900-SS-L-12 MM-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-H-4T-EP";"";"Hy-Lok 1/4";"0,6..17,2бар";"";"Hy-Lok 1/4";"Этиленпропилен";"V63-D-4T-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S4-EP";"Hy-Lok 1/4";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"4A4A-RL4A-EPRT-SS-MN";"4A4A-RL4A-EPRT-SS-MN";"H-900-SS-L-1/4-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-H-8T-EP";"";"Hy-Lok 1/2";"0,6..17,2бар";;"Hy-Lok 1/2";"Этиленпропилен";"V63-D-8T-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3S8-EP";"Hy-Lok 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"8A8A-RL4A-EPRT-SS-MN";"8A8A-RL4A-EPRT-SS-MN";"H-900-SS-L-1/2-SL-EP";"";"assets/images/RV_H_s100.jpg";
"RV1-MH-8N8T-EP";"";"NPT 1/2-Hy-Lok 1/2";"0,6..17,2бар";;"NPT 1/2";"Этиленпропилен";"V63-MD-8N8T-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3M8-S8-EP";"Hy-Lok 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";;;"H-995-SS-NL-1/2-SL-EP";"";"assets/images/RV_MH_s100.jpg";
"RV1-MH-8N12M-EP";"";"NPT 1/2-Hy-Lok 12mm";"0,6..17,2бар";;"NPT 1/2";"Этиленпропилен";"V63-MD-8N12M-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3M8-S12MM-EP";"Hy-Lok 12mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";;;"H-995-SS-NL-1/2-12 MM-SL-EP";"";"assets/images/RV_MH_s100.jpg";
"RV1-MF-4N-EP";"";"NPT 1/4";"0,6..17,2бар";"";"NPT 1/4";"Этиленпропилен";"V63-MF-4N-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3M4-F4-EP";"NPT 1/4";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"4MF4MF-RL4A-EPRT-SS-MN";"4MF4MF-RL4A-EPRT-SS-MN";"H-985-SS-N-1/4-SL-EP";"";"assets/images/RV_MF_s100.jpg";
"RV1-MF-6N-EP";"";"NPT 3/8";"0,6..17,2бар";;"NPT 3/8";"Этиленпропилен";"V63-MF-6N-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3M4-F6-EP";"NPT 3/8";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"6MF6MF-RL4A-EPRT-SS-MN";"6MF6MF-RL4A-EPRT-SS-MN";"H-985-SS-N-3/8-SL-EP";"";"assets/images/RV_MF_s100.jpg";
"RV1-MF-8N-EP";"";"NPT 1/2";"0,6..17,2бар";"";"NPT 1/2";"Этиленпропилен";"V63-MF-8N-EP";"Этиленпропилен";"20,7бар";"от -46&#176; до 149&#176;C";"SS-RL3M4-F8-EP";"NPT 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Этиленпропилен::Уплотнение седла|1|9//Этиленпропилен::Уплотнение штока|1|10//Этиленпропилен::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=EPDM>EPDM</div>";"8MF8MF-RL4A-EPRT-SS-MN";"8MF8MF-RL4A-EPRT-SS-MN";"H-985-SS-N-1/2-SL-EP";"";"assets/images/RV_MF_s100.jpg";
"RV1-H-6M-KA";"";"Hy-Lok 6mm";"0,6..17,2бар";"";"Hy-Lok 6mm";"Kalrez";"V63-D-6M-KZ";"Kalrez";"20,7бар";"от -23&#176; до 315&#176;C";"SS-RL36MM-KA";"Hy-Lok 6mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Kalrez::Уплотнение седла|1|9//Kalrez::Уплотнение штока|1|10//Kalrez::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Kalrez>Kalrez</div>";"M6AM6A-RL4A-KZT-SS-MN";"M6AM6A-RL4A-KZT-SS-MN";"H-900-SS-L-6 MM-SL-KA";"";"assets/images/RV_H_s100.jpg";
"RV1-H-8M-KA";"";"Hy-Lok 8mm";"0,6..17,2бар";;"Hy-Lok 8mm";"Kalrez";"V63-D-8M-KZ";"Kalrez";"20,7бар";"от -23&#176; до 315&#176;C";"SS-RL38MM-KA";"Hy-Lok 8mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Kalrez::Уплотнение седла|1|9//Kalrez::Уплотнение штока|1|10//Kalrez::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Kalrez>Kalrez</div>";"M8AM8A-RL4A-KZT-SS-MN";"M8AM8A-RL4A-KZT-SS-MN";"H-900-SS-L-8 MM-SL-KA";"";"assets/images/RV_H_s100.jpg";
