pagetitle,15;16;17;19;21;33;38;77;86;87;91;95;96;108;121;123;126;127;128;6
"RV1-H-6M";"";"Hy-Lok 6mm";"0,6..17,2бар";"";"Hy-Lok 6mm";"Viton (стандарт)";"V63-D-6M";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S6MM";"Hy-Lok 6mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"M6AM6A-RL4A-VT-SS-MN";"M6AM6A-RL4A-VT-SS-MN";"H-900-SS-L-6 MM-SL";"";;
"RV1-H-8M";"";"Hy-Lok 8mm";"0,6..17,2бар";"";"Hy-Lok 8mm";"Viton (стандарт)";"V63-D-8M";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S8MM";"Hy-Lok 8mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"M8AM8A-RL4A-VT-SS-MN";"M8AM8A-RL4A-VT-SS-MN";"H-900-SS-L-8 MM-SL";"";"assets/images/RV_H_s100.jpg";
"RV1-H-10M";"";"Hy-Lok 10mm";"0,6..17,2бар";"";"Hy-Lok 10mm";"Viton (стандарт)";"V63-D-10M";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S10MM";"Hy-Lok 10mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"M10AM10A-RL4A-VT-SS-MN";"M10AM10A-RL4A-VT-SS-MN";"H-900-SS-L-10 MM-SL";"";"assets/images/RV_H_s100.jpg";
"RV1-H-12M";"";"Hy-Lok 12mm";"0,6..17,2бар";"";"Hy-Lok 12mm";"Viton (стандарт)";"V63-D-12M";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S12MM";"Hy-Lok 12mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"M12AM12A-RL4A-VT-SS-MN";"M12AM12A-RL4A-VT-SS-MN";"H-900-SS-L-12 MM-SL";"";"assets/images/RV_H_s100.jpg";
"RV1-H-4T";"";"Hy-Lok 1/4";"0,6..17,2бар";"";"Hy-Lok 1/4";"Viton (стандарт)";"V63-D-4T";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S4";"Hy-Lok 1/4";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"4A4A-RL4A-VT-SS-MN";"4A4A-RL4A-VT-SS-MN";"H-900-SS-L-1/4-SL";"";"assets/images/RV_H_s100.jpg";
"RV1-H-8T";"";"Hy-Lok 1/2";"0,6..17,2бар";"";"Hy-Lok 1/2";"Viton (стандарт)";"V63-D-8T";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3S8";"Hy-Lok 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"8A8A-RL4A-VT-SS-MN";"8A8A-RL4A-VT-SS-MN";"H-900-SS-L-1/2-SL";"";"assets/images/RV_H_s100.jpg";
"RV1-MH-8N8T";"";"NPT 1/2-Hy-Lok 1/2";"0,6..17,2бар";;"NPT 1/2";"Viton (стандарт)";"V63-MD-8N8T";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3M8-S8";"Hy-Lok 1/2";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";;;"H-995-SS-NL-1/2-SL";"";"assets/images/RV_MH_s100.jpg";
"RV1-MH-8N12M";"";"NPT 1/2-Hy-Lok 12mm";"0,6..17,2бар";;"NPT 1/2";"Viton (стандарт)";"V63-MD-8N12M";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3M8-S12MM";"Hy-Lok 12mm";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";;;"H-995-SS-NL-1/2-12 MM-SL";"";"assets/images/RV_MH_s100.jpg";
"RV1-MF-4N";"";"NPT 1/4";"0,6..17,2бар";"";"NPT 1/4";"Viton (стандарт)";"V63-MF-4N";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3M4-F4";"NPT 1/4";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"4MF4MF-RL4A-VT-SS-MN";"4MF4MF-RL4A-VT-SS-MN";"H-985-SS-N-1/4-SL";"";"assets/images/RV_MF_s100.jpg";
"RV1-MF-6N";"";"NPT 3/8";"0,6..17,2бар";"";"NPT 3/8";"Viton (стандарт)";"V63-MF-6N";"Viton";"20,7бар";"от -23&#176; до 204&#176;C";"SS-RL3M6-F6";"NPT 3/8";"0,6..17,2бар (RV1)";"SS316::Корпус|1|1//SS316::Коронка седла|1|2//PTFE::Уплотнительное кольцо|1|3//SS316::Шайба|1|4//SS316::Держатель штока|1|5//SS316::Шток|1|6//SS316::Фиксатор уплотнения|1|7//SS316::Седло|1|8//Viton::Уплотнение седла|1|9//Viton::Уплотнение штока|1|10//Viton::Уплотнение корпуса|1|11//SS316::Пружинный упор|1|12//SS631::Пружина|1|13//SS316::Контргайка|1|14//SS316::Крышка|1|15//Nylon::Колпачок|1|16//SS316::Обжимная гайка|1|17//SS316::Переднее кольцо|1|18//SS316::Заднее кольцо|1|19";"<div class=elemento info mat=Viton>Viton (стандарт)</div>";"6MF6MF-RL4A-VT-SS-MN";"6MF6MF-RL4A-VT-SS-MN";"H-985-SS-N-3/8-SL";"";"assets/images/RV_MF_s100.jpg";
