pagetitle,15;16;17;18;19;21;38;77;86;87;91;108;121;123;126;6
"CVH1-H-2T-1/3";"";"Hy-Lok 1/8";"0,023 бар";"{18:0,67,25:4,8}";"";"Hy-Lok 1/8";"VH36A-D-2T-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHS2-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"2A-C4L-1/3-SS";"2A-C4L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH1-H-4T-1/3";"";"Hy-Lok 1/4";"0,023 бар";"{18:1,8,25:4,8}";"";"Hy-Lok 1/4";"VH36A-D-4T-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHS4-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"4A-C4L-1/3-SS";"4A-C4L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-6T-1/3";"";"Hy-Lok 3/8";"0,023 бар";"{18:1,8,25:7,8}";;"Hy-Lok 3/8";"VH36B-D-6T-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHS6-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"6A-C6L-1/3-SS";"6A-C6L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-8T-1/3";"";"Hy-Lok 1/2";"0,023 бар";"{18:1,8,25:7,8}";"";"Hy-Lok 1/2";"VH36B-D-8T-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHS8-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"8A-C6L-1/3-SS";"8A-C6L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH3-H-12T-1/3";"";"Hy-Lok 3/4";"0,023 бар";"{18:4,7,25:15}";"";"Hy-Lok 3/4";"VH36C-D-12T-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CHS12-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"12A-C12L-1/3-SS";"12A-C12L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH3-H-16T-1/3";"";"Hy-Lok 1";"0,023 бар";"{18:4,7,25:15}";;"Hy-Lok 1";"VH36C-D-16T-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CHS16-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"16A-C12L-1/3-SS";"16A-C12L-1/3-SS";"assets/images/CV700_H_s100.jpg";
"CVH1-F-4N-1/3";"";"NPT 1/4";"0,023 бар";"{18:0,67,25:4,8}";"";"NPT 1/4 внутр.";"VH36A-F-4N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHF4-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"4F-C4L-1/3-SS";"4F-C4L-1/3-SS";"assets/images/CV700_F_s100.jpg";
"CVH2-F-6N-1/3";"";"NPT 3/8";"0,023 бар";"{18:1,8,25:7,8}";;"NPT 3/8 внутр.";"VH36B-F-6N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHF6-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"6F-C6L-1/3-SS";"6F-C6L-1/3-SS";"assets/images/CV700_F_s100.jpg";
"CVH2-F-8N-1/3";"";"NPT 1/2";"0,023 бар";"{18:1,8,25:7,8}";"";"NPT 1/2 внутр.";"VH36B-F-8N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHF8-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"8F-C6L-1/3-SS";"8F-C6L-1/3-SS";"assets/images/CV700_F_s100.jpg";
"CVH3-F-12N-1/3";"";"NPT 3/4";"0,023 бар";"{18:4,7,25:15}";"";"NPT 3/4 внутр.";"VH36C-F-12N-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CHF12-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"12F-C12L-1/3-SS";"12F-C12L-1/3-SS";"assets/images/CV700_F_s100.jpg";
"CVH3-F-16N-1/3";"";"NPT 1";"0,023 бар";"{18:4,7,25:15}";"";"NPT 1 внутр.";"VH36C-F-16N-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CHF16-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"16F-C12L-1/3-SS";"16F-C12L-1/3-SS";"assets/images/CV700_F_s100.jpg";
"CVH1-F-4G-1/3";"";"G 1/4";"0,023 бар";"{18:0,67,25:4,8}";"";"G 1/4 внутр.";"VH36A-F-4G-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHF4RG-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";;;"assets/images/CV700_F_s100.jpg";
"CVH2-F-8G-1/3";"";"G 1/2";"0,023 бар";"{18:1,8,25:7,8}";"";"G 1/2 внутр.";"VH36B-F-8G-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CHF8RG-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";;;"assets/images/CV700_F_s100.jpg";
"CVH1-M-4N-1/3";"";"NPT 1/4";"0,023 бар";"{18:0,67,25:4,8}";"";"NPT 1/4 наруж.";"VH36A-M-4N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CH-MM-4-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"4M-C4L-1/3-SS";"4M-C4L-1/3-SS";"assets/images/CV700_M_s100.jpg";
"CVH2-M-6N-1/3";"";"NPT 3/4";"0,023 бар";"{18:1,8,25:7,8}";;"NPT 3/4 наруж.";"VH36B-M-6N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CH-MM-6-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"6M-C6L-1/3-SS";"6M-C6L-1/3-SS";"assets/images/CV700_M_s100.jpg";
"CVH2-M-8N-1/3";"";"NPT 1/2";"0,023 бар";"{18:1,8,25:7,8}";"";"NPT 1/2 наруж.";"VH36B-M-8N-1/3";"Viton";"414 бар";"от -23° до 191°C";"SS-CH-MM-8-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"8M-C6L-1/3-SS";"8M-C6L-1/3-SS";"assets/images/CV700_M_s100.jpg";
"CVH3-M-12N-1/3";"";"NPT 3/4";"0,023 бар";"{18:4,7,25:15}";;"NPT 3/4 наруж.";"VH36C-M-12N-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CH-MM-12-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"12M-C12L-1/3-SS";"12M-C12L-1/3-SS";"assets/images/CV700_M_s100.jpg";
"CVH3-M-16N-1/3";"";"NPT 1";"0,023 бар";"{18:4,7,25:15}";;"NPT 1 наруж.";"VH36C-M-16N-1/3";"Viton";"345 бар";"от -23° до 191°C";"SS-CH-MM-16-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//Viton::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=Viton>Viton</div>";"16M-C12L-1/3-SS";"16M-C12L-1/3-SS";"assets/images/CV700_M_s100.jpg";
"CVH1-H-3M-1/3-BU";"";"Hy-Lok 3mm";"0,023 бар";"{18:0,67,25:4,8}";;"Hy-Lok 3mm";"VH36A-D-3M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS3MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M3A-C4L-1/3-BU-SS";"M3A-C4L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH1-H-6M-1/3-BU";"";"Hy-Lok 6mm";"0,023 бар";"{18:0,67,25:4,8}";;"Hy-Lok 6mm";"VH36A-D-6M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS6MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M6A-C4L-1/3-BU-SS";"M6A-C4L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-8M-1/3-BU";"";"Hy-Lok 8mm";"0,023 бар";"{18:1,8,25:7,8}";;"Hy-Lok 8mm";"VH36B-D-8M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS8MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M8A-C6L-1/3-BU-SS";"M8A-C6L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-10M-1/3-BU";"";"Hy-Lok 10mm";"0,023 бар";"{18:1,8,25:7,8}";;"Hy-Lok 10mm";"VH36B-D-10M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS10MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M10A-C6L-1/3-BU-SS";"M10A-C6L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-12M-1/3-BU";"";"Hy-Lok 12mm";"0,023 бар";"{18:1,8,25:7,8}";;"Hy-Lok 12mm";"VH36B-D-12M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS12MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M12A-C6L-1/3-BU-SS";"M12A-C6L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-14M-1/3-BU";"";"Hy-Lok 14mm";"0,023 бар";"{18:1,8,25:7,8}";"";"Hy-Lok 14mm";"VH36B-D-14M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS14MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"1M4A-C6L-1/3-BU-SS";"1M4A-C6L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH2-H-16M-1/3-BU";"";"Hy-Lok 16mm";"0,023 бар";"{18:1,8,25:7,8}";;"Hy-Lok 16mm";"VH36B-D-16M-1/3-BN";"Buna N";"414 бар";"от -23° до 121°C";"SS-CHS16MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"1M6A-C6L-1/3-BU-SS";"1M6A-C6L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH3-H-18M-1/3-BU";"";"Hy-Lok 18mm";"0,023 бар";"{18:4,7,25:15}";;"Hy-Lok 18mm";"VH36C-D-18M-1/3-BN";"Buna N";"345 бар";"от -23° до 121°C";"SS-CHS18MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"1M8A-C12L-1/3-BU-SS";"1M8A-C12L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH3-H-22M-1/3-BU";"";"Hy-Lok 22mm";"0,023 бар";"{18:4,7,25:15}";;"Hy-Lok 22mm";"VH36C-D-22M-1/3-BN";"Buna N";"345 бар";"от -23° до 121°C";"SS-CHS22MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M22A-C12L-1/3-BU-SS";"M22A-C12L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
"CVH3-H-25M-1/3-BU";"";"Hy-Lok 25mm";"0,023 бар";"{18:4,7,25:15}";;"Hy-Lok 25mm";"VH36C-D-25M-1/3-BN";"Buna N";"345 бар";"от -23° до 121°C";"SS-CHS25MM-BU-1/3";"SS316::Корпус|1|1//SS316::Ввертной штуцер|1|2//SS316::Уплотнение|1|3//SS316::Тарельчатый клапан|1|4//SS302::Пружина|1|5//NBR::Уплотнительное кольцо|1|6//PTFE::Шайба|1|7//SS316::Обжимная гайка|1|8//SS316::Переднее кольцо|1|9//SS316::Заднее кольцо|1|10";"<div class=elemento info mat=NBR>NBR</div>";"M25A-C12L-1/3-BU-SS";"M25A-C12L-1/3-BU-SS";"assets/images/CV700_H_s100.jpg";
