pagetitle,15;18;21;60;87;92;94;6
"TLFC-00-A-1-0-1-A-1-1";"";"0-10 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"Ручное";;
"TLFC-00-A-1-0-1-A-1-2";"";"0-10 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-00-A-1-0-1-B-1-1";"";"0-10 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-A-1-0-1-B-1-2";"";"0-10 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-A-1-0-2-A-1-1";"";"0-10 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-00-A-1-0-2-A-1-2";"";"0-10 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-00-A-1-0-2-B-1-1";"";"0-10 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-A-1-0-2-B-1-2";"";"0-10 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-T-1-0-1-A-1-1";"";"0-10 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-00-T-1-0-1-A-1-2";"";"0-10 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-00-T-1-0-1-B-1-1";"";"0-10 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-T-1-0-1-B-1-2";"";"0-10 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-T-1-0-2-A-1-1";"";"0-10 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-00-T-1-0-2-A-1-2";"";"0-10 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-00-T-1-0-2-B-1-1";"";"0-10 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-00-T-1-0-2-B-1-2";"";"0-10 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-A-1-0-1-A-1-1";"";"0-20 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-01-A-1-0-1-A-1-2";"";"0-20 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-01-A-1-0-1-B-1-1";"";"0-20 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-A-1-0-1-B-1-2";"";"0-20 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-A-1-0-2-A-1-1";"";"0-20 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-01-A-1-0-2-A-1-2";"";"0-20 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-01-A-1-0-2-B-1-1";"";"0-20 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-A-1-0-2-B-1-2";"";"0-20 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-T-1-0-1-A-1-1";"";"0-20 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-01-T-1-0-1-A-1-2";"";"0-20 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-01-T-1-0-1-B-1-1";"";"0-20 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-T-1-0-1-B-1-2";"";"0-20 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-T-1-0-2-A-1-1";"";"0-20 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-01-T-1-0-2-A-1-2";"";"0-20 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-01-T-1-0-2-B-1-1";"";"0-20 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-01-T-1-0-2-B-1-2";"";"0-20 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-A-1-0-1-A-1-1";"";"0-50 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-02-A-1-0-1-A-1-2";"";"0-50 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-02-A-1-0-1-B-1-1";"";"0-50 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-A-1-0-1-B-1-2";"";"0-50 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-A-1-0-2-A-1-1";"";"0-50 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-02-A-1-0-2-A-1-2";"";"0-50 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-02-A-1-0-2-B-1-1";"";"0-50 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-A-1-0-2-B-1-2";"";"0-50 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-T-1-0-1-A-1-1";"";"0-50 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-02-T-1-0-1-A-1-2";"";"0-50 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-02-T-1-0-1-B-1-1";"";"0-50 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-T-1-0-1-B-1-2";"";"0-50 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-T-1-0-2-A-1-1";"";"0-50 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-02-T-1-0-2-A-1-2";"";"0-50 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-02-T-1-0-2-B-1-1";"";"0-50 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-02-T-1-0-2-B-1-2";"";"0-50 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-A-1-0-1-A-1-1";"";"0-100 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-03-A-1-0-1-A-1-2";"";"0-100 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-03-A-1-0-1-B-1-1";"";"0-100 нсм³/мин";"Есть";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-A-1-0-1-B-1-2";"";"0-100 нсм³/мин";"Нет";"SS316";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-A-1-0-2-A-1-1";"";"0-100 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-03-A-1-0-2-A-1-2";"";"0-100 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"Ручное";"assets/images/TLFC.png";
"TLFC-03-A-1-0-2-B-1-1";"";"0-100 нсм³/мин";"Есть";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-A-1-0-2-B-1-2";"";"0-100 нсм³/мин";"Нет";"SS316";"Без дисплея";"4~20 мА";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-T-1-0-1-A-1-1";"";"0-100 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-03-T-1-0-1-A-1-2";"";"0-100 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"Ручное";"assets/images/TLFC.png";
"TLFC-03-T-1-0-1-B-1-1";"";"0-100 нсм³/мин";"Есть";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
"TLFC-03-T-1-0-1-B-1-2";"";"0-100 нсм³/мин";"Нет";"Тапкон";"Без дисплея";"0~5 VDC";"0~5 VDC";"assets/images/TLFC.png";
