pagetitle,16;19;60;62;67;77;82;86;87;15
"PF-10~100-LPH-Water-T-A3-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"10-100 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-10-100-LPH-Water-T-B1-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"10-100 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-12-120-LPH-Water-SS-A1-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"12-120 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-12-120-LPH-Water-SS-A1-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"12-120 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-12-120-LPH-Water-SS-A1-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"12-120 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-12-120-LPH-Water-SS-A1-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"12-120 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-18~180-LPH-Water-T-B2-PC-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"18-180 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-18~180-LPH-Water-T-B2-PSU-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"18-180 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-18~180-LPH-Water-T-B2-PC-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"18-180 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-18~180-LPH-Water-T-B2-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"18-180 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-20~200-LPH-Water-SS-A2-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"20-200 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-20~200-LPH-Water-SS-A2-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"20-200 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-20~200-LPH-Water-SS-A2-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"20-200 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-20~200-LPH-Water-SS-A2-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"20-200 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-30~300-LPH-Water-SS-A3-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"30-300 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-30~300-LPH-Water-T-B3-PC-A-A-B";"NPT 1/2";"";"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"30-300 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-30~300-LPH-Water-SS-A3-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"30-300 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-30~300-LPH-Water-T-B3-PSU-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"30-300 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-30~300-LPH-Water-SS-A3-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"30-300 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-30~300-LPH-Water-T-B3-PC-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"30-300 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-30~300-LPH-Water-SS-A3-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"30-300 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-30~300-LPH-Water-T-B3-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"30-300 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-35~350-LPH-Water-SS-B1-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"35-350 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-35~350-LPH-Water-SS-B1-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"35-350 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-35~350-LPH-Water-SS-B1-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"35-350 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-35~350-LPH-Water-SS-B1-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"35-350 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-60~600-LPH-Water-SS-B2-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"60-600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-60~600-LPH-Water-SS-B2-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"60-600 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-60~600-LPH-Water-SS-B2-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"60-600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-60~600-LPH-Water-SS-B2-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"60-600 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-100~1000-LPH-Water-SS-B3-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"100-1000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-100~1000-LPH-Water-SS-B3-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"100-1000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-100~1000-LPH-Water-SS-B3-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"100-1000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-100~1000-LPH-Water-SS-B3-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"100-1000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-60~600-LPH-Water-T-C1-PC-A-B-B";"NPT 3/4";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"60-600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-60~600-LPH-Water-T-C1-PSU-A-B-B";"NPT 3/4";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"60-600 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-60~600-LPH-Water-T-C1-PC-C-B-B";"NPT 3/4";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"60-600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-60~600-LPH-Water-T-C1-PSU-C-B-B";"NPT 3/4";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"60-600 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-80~800-LPH-Water-T-C2-PC-A-B-B";"NPT 3/4";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"80-800 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-80~800-LPH-Water-T-C2-PSU-A-B-B";"NPT 3/4";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"80-800 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-80~800-LPH-Water-T-C2-PC-C-B-B";"NPT 3/4";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"80-800 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-80~800-LPH-Water-T-C2-PSU-C-B-B";"NPT 3/4";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"80-800 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-160~1600-LPH-Water-SS-C1-PC-A-B-B";"NPT 3/4";"";"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"160-1600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-160~1600-LPH-Water-SS-C1-PSU-A-B-B";"NPT 3/4";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"160-1600 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-160~1600-LPH-Water-SS-C1-PC-C-B-B";"NPT 3/4";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"160-1600 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-160~1600-LPH-Water-SS-C1-PSU-C-B-B";"NPT 3/4";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"160-1600 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-1500-15000-LPH-Water-SS-F11-PC-A-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"1500-15000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-1500-15000-LPH-Water-SS-F11-PSU-A-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"1500-15000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-1500-15000-LPH-Water-SS-F11-PC-C-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"1500-15000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-1500-15000-LPH-Water-SS-F11-PSU-C-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"1500-15000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-2000~20000-LPH-Water-SS-F21-PC-A-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"2000-20000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-2000~20000-LPH-Water-SS-F21-PSU-A-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"2000-20000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-2000~20000-LPH-Water-SS-F21-PC-C-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"2000-20000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-2000~20000-LPH-Water-SS-F21-PSU-C-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"2000-20000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-2500~25000-LPH-Water-SS-F31-PC-A-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"2500-25000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-2500~25000-LPH-Water-SS-F31-PSU-A-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"2500-25000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-2500~25000-LPH-Water-SS-F31-PC-C-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"2500-25000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-2500~25000-LPH-Water-SS-F31-PSU-C-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"2500-25000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-5000~30000-LPH-Water-SS-F22-PC-A-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"5000-30000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-5000~30000-LPH-Water-SS-F22-PSU-A-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"5000-30000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-5000~30000-LPH-Water-SS-F22-PC-C-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"5000-30000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-5000~30000-LPH-Water-SS-F22-PSU-C-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"5000-30000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-7000~35000-LPH-Water-SS-F32-PC-A-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"7000-35000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-7000~35000-LPH-Water-SS-F32-PSU-A-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"7000-35000 л/час";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-7000~35000-LPH-Water-SS-F32-PC-C-E-B";"NPT 2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"7000-35000 л/час";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-7000~35000-LPH-Water-SS-F32-PSU-C-E-B";"NPT 2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"7000-35000 л/час";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-0.1~1-LPM-Water-T-A2-PC-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"0.1-1 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.1~1-LPM-Water-T-A2-PSU-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"0.1-1 л/мин";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.1~1-LPM-Water-T-A2-PC-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"0.1-1 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.1~1-LPM-Water-T-A2-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"0.1-1 л/мин";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.3~3-LPM-Water-SS-A2-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"0.3-3 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-0.3~3-LPM-Water-T-B2-PC-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"0.3-3 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.3~3-LPM-Water-SS-A2-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"0.3-3 л/мин";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-0.3~3-LPM-Water-T-B2-PSU-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"0.3-3 л/мин";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.3~3-LPM-Water-SS-A2-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"0.3-3 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-0.3~3-LPM-Water-T-B2-PC-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"0.3-3 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.3~3-LPM-Water-SS-A2-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"0.3-3 л/мин";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-0.3~3-LPM-Water-T-B2-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"0.3-3 л/мин";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.5~5-LPM-Water-SS-A3-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"0.5-5 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-0.5~5-LPM-Water-T-B3-PC-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/ПВХ/Тефлон";"ПВХ";"0.5-5 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.5~5-LPM-Water-SS-A3-PSU-A-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/ПВХ/SS316";"ПВХ";"0.5-5 л/мин";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
"PF-0.5~5-LPM-Water-T-B3-PSU-A-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/ПВХ/Тефлон";"ПВХ";"0.5-5 л/мин";"Корпус - Полисульфон<br/>Подсоединение - ПВХ<br/>Поплавок - Тефлон";"";
"PF-0.5~5-LPM-Water-SS-A3-PC-C-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/SS316/SS316";"SS316";"0.5-5 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-0.5~5-LPM-Water-T-B3-PC-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Поликорбанат";"ПК/SS316/Тефлон";"SS316";"0.5-5 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.5~5-LPM-Water-SS-A3-PSU-C-A-B";"NPT 1/2";;"SS316";"Вода";"Полисульфон";"ПСУ/SS316/SS316";"SS316";"0.5-5 л/мин";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - SS316";"";
"PF-0.5~5-LPM-Water-T-B3-PSU-C-A-B";"NPT 1/2";;"Тефлон";"Вода";"Полисульфон";"ПСУ/SS316/Тефлон";"SS316";"0.5-5 л/мин";"Корпус - Полисульфон<br/>Подсоединение - SS316<br/>Поплавок - Тефлон";"";
"PF-0.6~6-LPM-Water-SS-B1-PC-A-A-B";"NPT 1/2";;"SS316";"Вода";"Поликорбанат";"ПК/ПВХ/SS316";"ПВХ";"0.6-6 л/мин";"Корпус - Поликорбанат<br/>Подсоединение - ПВХ<br/>Поплавок - SS316";"";
