pagetitle,6;15;16;17;18;19;25;33;38;62;71;86;87;88;89;91;92;93;94;95;96;97;108;121;123;126;127;39;80
"H1B-H-6M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 6мм";"414 бар";"1,2";"";"4,8";"Hy-Lok 6мм";"V86A-D-6M";"от -30&#176;C<br> до 130&#176;C";"Ду 4,8мм, Cv до 1,2";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:1,2,25:4,8}";"SS-62TS6MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M6-HB4L-SSP";"M6-HB4L-SSP";"H6800SSL6 MMPSS";;;
"H1B-H-6M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 6мм";"414 бар";"1,2";;"4,8";"Hy-Lok 6мм";"V86A-D-6M-PC";"от -30&#176;C<br> до 180&#176;C";"Ду 4,8мм, Cv до 1,2";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:1,2,25:4,8}";"SS-62CS6MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M6-HB4LK-SSP";"M6-HB4LK-SSP";"H6800SSL6 MMCSS";;;
"H1B-H-6M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 6мм";"690 бар";"1,2";"";"4,8";"Hy-Lok 6мм";"V86A-D-6M-PK";"от -54&#176;C<br> до 260&#176;C";"Ду 4,8мм, Cv до 1,2";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:1,2,25:4,8}";"SS-62PS6MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M6-HB4LPKR-SSP";"M6-HB4LPKR-SSP";"H6800SSL6 MMASS";;;
"H1B-H-8M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 8мм";"414 бар";"2,7";"";"6";"Hy-Lok 8мм";"V86A-D-8M";"от -30&#176;C<br> до 130&#176;C";"Ду 6мм, Cv до 2,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:2,7,25:6}";"SS-62TS8MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M8-HB4L-SSP";"M8-HB4L-SSP";"H6800SSL8 MMPSS";;;
"H1B-H-8M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 8мм";"414 бар";"2,7";;"6";"Hy-Lok 8мм";"V86A-D-8M-PC";"от -30&#176;C<br> до 180&#176;C";"Ду 6мм, Cv до 2,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:2,7,25:6}";"SS-62CS8MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M8-HB4LK-SSP";"M8-HB4LK-SSP";"H6800SSL8 MMCSS";;;
"H1B-H-8M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 8мм";"690 бар";"2,7";"";"6";"Hy-Lok 8мм";"V86A-D-8M-PK";"от -54&#176;C<br> до 260&#176;C";"Ду 6мм, Cv до 2,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:2,7,25:6}";"SS-62PS8MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M8-HB4LPKR-SSP";"M8-HB4LPKR-SSP";"H6800SSL8 MMASS";;;
"H1B-H-10M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 10мм";"414 бар";"3,7";"";"7,1";"Hy-Lok 10мм";"V86A-D-10M";"от -30&#176;C<br> до 130&#176;C";"Ду 7,1мм, Cv до 3,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:3,7,25:7,1}";"SS-62TS10MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M10-HB4L-SSP";"M10-HB4L-SSP";"H6800SSL10 MMPSS";;;
"H1B-H-10M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 10мм";"414 бар";"3,7";"";"7,1";"Hy-Lok 10мм";"V86A-D-10M-PC";"от -30&#176;C<br> до 180&#176;C";"Ду 7,1мм, Cv до 3,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:3,7,25:7,1}";"SS-62CS10MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M10-HB4LK-SSP";"M10-HB4LK-SSP";"H6800SSL10 MMCSS";;;
"H1B-H-10M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 10мм";"690 бар";"3,7";"";"7,1";"Hy-Lok 10мм";"V86A-D-10M-PK";"от -54&#176;C<br> до 260&#176;C";"Ду 7,1мм, Cv до 3,7";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:3,7,25:7,1}";"SS-62PS10MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M10-HB4LPKR-SSP";"M10-HB4LPKR-SSP";"H6800SSL10 MMASS";;;
"H1B-H-12M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 12мм";"414 бар";"7,5";"";"10";"Hy-Lok 12мм";"V86A-D-12M";"от -30&#176;C<br> до 130&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:7,5,25:10}";"SS-63TS12MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M12-HB4L-SSP";"M12-HB4L-SSP";"H6800SSL12 MMPSS";;;
