pagetitle,6;15;16;17;18;19;25;33;38;62;71;86;87;88;89;91;92;93;94;95;96;97;108;121;123;126;127;39;80
"H1B-H-12M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 12мм";"414 бар";"7,5";;"10";"Hy-Lok 12мм";"V86A-D-12M-PC";"от -30&#176;C<br> до 180&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:7,5,25:10}";"SS-63CS12MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M12-HB4LK-SSP";"M12-HB4LK-SSP";"H6800SSL12 MMCSS";;;
"H1B-H-12M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 12мм";"690 бар";"7,5";"";"10";"Hy-Lok 12мм";"V86A-D-12M-PK";"от -54&#176;C<br> до 260&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:7,5,25:10}";"SS-63PS12MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M12-HB4LPKR-SSP";"M12-HB4LPKR-SSP";"H6800SSL12 MMASS";;;
"H1B-H-14M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 14мм";"414 бар";"7,5";"";"10";"Hy-Lok 14мм";"V86A-D-14M";"от -30&#176;C<br> до 130&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:7,5,25:10}";"SS-63TS14MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M14-HB4L-SSP";"M14-HB4L-SSP";"H6800SSL14 MMPSS";;;
"H1B-H-14M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 14мм";"414 бар";"7,5";;"10";"Hy-Lok 14мм";"V86A-D-14M-PC";"от -30&#176;C<br> до 180&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:7,5,25:10}";"SS-63CS14MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M14-HB4LK-SSP";"M14-HB4LK-SSP";"H6800SSL14 MMCSS";;;
"H1B-H-14M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 14мм";"690 бар";"7,5";"";"10";"Hy-Lok 14мм";"V86A-D-14M-PK";"от -54&#176;C<br> до 260&#176;C";"Ду 10мм, Cv до 7,5";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:7,5,25:10}";"SS-63PS14MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - PTFE";"PTFE";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/PTFE";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M14-HB4LPKR-SSP";"M14-HB4LPKR-SSP";"H6800SSL14 MMASS";;;
"H2B-H-16M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 16мм";"340 бар";"10";"";"12,7";"Hy-Lok 16мм";"V86B-D-16M";"от -23&#176;C<br> до 191&#176;C";"Ду 12,7мм, Cv до 10";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:10,25:12,7}";"SS-63TS16MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - Viton";"Viton";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/Viton";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M16-HB4L-SSP";"M16-HB4L-SSP";"H6800SSL6 MMPSS";"VC86B-D-16M";;
"H2B-H-16M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 16мм";"340 бар";"10";;"12,7";"Hy-Lok 16мм";"V86B-D-16M-PC";"от -23&#176;C<br> до 191&#176;C";"Ду 12,7мм, Cv до 10";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:10,25:12,7}";"SS-63CS16MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - Viton";"Viton";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/Viton";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M16-HB4LK-SSP";"M16-HB4LK-SSP";"H6800SSL6 MMCSS";"VC86B-D-16M-PC";;
"H2B-H-16M-PK";"assets/images/105_H_s100.jpg";"";"Hy-Lok 16мм";"410 бар";"10";"";"12,7";"Hy-Lok 16мм";"V86B-D-16M-PK";"от -23&#176;C<br> до 191&#176;C";"Ду 12,7мм, Cv до 10";"нет";"Проходной 2-х ходовой (по умолчанию)";"PEEK";"{18:10,25:12,7}";"SS-63PS16MM";"Материалы: Седло шара - PEEK, Сальник - PTFE, Уплотнение штуцеров - Viton";"Viton";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PEEK/PTFE/Viton";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PEEK::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PEEK>PEEK</div>";"M16-HB4LPKR-SSP";"M16-HB4LPKR-SSP";"H6800SSL6 MMASS";"VC86B-D-16M-PK";;
"H2B-H-18M";"assets/images/105_H_s100.jpg";"";"Hy-Lok 18мм";"340 бар";"10";"";"12,7";"Hy-Lok 18мм";"V86B-D-18M";"от -23&#176;C<br> до 191&#176;C";"Ду 12,7мм, Cv до 10";"нет";"Проходной 2-х ходовой (по умолчанию)";"PVDF";"{18:10,25:12,7}";"SS-63TS18MM";"Материалы: Седло шара - PVDF, Сальник - PTFE, Уплотнение штуцеров - Viton";"Viton";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PVDF/PTFE/Viton";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PVDF::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PVDF>PVDF (стандарт)</div>";"M18-HB4L-SSP";"M18-HB4L-SSP";"H6800SSL18 MMPSS";"VC86B-D-18M";;
"H2B-H-18M-PC";"assets/images/105_H_s100.jpg";"";"Hy-Lok 18мм";"340 бар";"10";;"12,7";"Hy-Lok 18мм";"V86B-D-18M-PC";"от -23&#176;C<br> до 191&#176;C";"Ду 12,7мм, Cv до 10";"нет";"Проходной 2-х ходовой (по умолчанию)";"PCTFE";"{18:10,25:12,7}";"SS-63CS18MM";"Материалы: Седло шара - PCTFE, Сальник - PTFE, Уплотнение штуцеров - Viton";"Viton";"Проходной 2-х ходовой<br/>(по умолчанию)<br/><img src=assets/images/105_H_s100_filter.png/>";"нет<br/><img src=assets/images/105-bez-ML.png/>";"PCTFE/PTFE/Viton";"PTFE";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Штуцеры|1|2//Нержавеющая сталь SS316::Шар|1|3//Нержавеющая сталь SS316::Шток|0|4//PCTFE::Седло шара|1|5//PTFE::Уплотнение штуцеров|1|6//PTFE::Уплотнение штока|1|7//Нержавеющая сталь SS316::Уплотнение сальника|0|8//Нержавеющая сталь SS316::Фиксатор рукоятки|0|9//Нержавеющая сталь SS304::Блокировочная гайка|0|10//Нержавеющая сталь SS304::Рукоятка|0|11//Нержавеющая сталь SS303::Шайба пружины|0|12";"<div class=elemento info mat=PCTFE>PCTFE</div>";"M18-HB4LK-SSP";"M18-HB4LK-SSP";"H6800SSL18 MMCSS";"VC86B-D-18M-PC";;
