pagetitle,15;16;59;60;65;77;82;83;84;87;88;6;19
"SLT-1-A-1-1-1-A-1-1000mm-A";"";"MNPT 1/2";"1000";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1000mm-B";"";"MNPT 1/2";"1000";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1100mm-A";"";"MNPT 1/2";"1100";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1100mm-B";"";"MNPT 1/2";"1100";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1200mm-A";"";"MNPT 1/2";"1200";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1200mm-B";"";"MNPT 1/2";"1200";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1300mm-A";"";"MNPT 1/2";"1300";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1300mm-B";"";"MNPT 1/2";"1300";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1400mm-A";"";"MNPT 1/2";"1400";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1400mm-B";"";"MNPT 1/2";"1400";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1500mm-A";"";"MNPT 1/2";"1500";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-A-1-1500mm-B";"";"MNPT 1/2";"1500";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-500mm-A";"";"MNPT 1/2";"500";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-500mm-B";"";"MNPT 1/2";"500";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-600mm-A";"";"MNPT 1/2";"600";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-600mm-B";"";"MNPT 1/2";"600";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-700mm-A";"";"MNPT 1/2";"700";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-700mm-B";"";"MNPT 1/2";"700";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-800mm-A";"";"MNPT 1/2";"800";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-800mm-B";"";"MNPT 1/2";"800";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-900mm-A";"";"MNPT 1/2";"900";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-900mm-B";"";"MNPT 1/2";"900";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1000mm-A";"";"MNPT 1/2";"1000";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1000mm-B";"";"MNPT 1/2";"1000";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1100mm-A";"";"MNPT 1/2";"1100";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1100mm-B";"";"MNPT 1/2";"1100";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1200mm-A";"";"MNPT 1/2";"1200";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1200mm-B";"";"MNPT 1/2";"1200";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1300mm-A";"";"MNPT 1/2";"1300";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1300mm-B";"";"MNPT 1/2";"1300";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1400mm-A";"";"MNPT 1/2";"1400";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1400mm-B";"";"MNPT 1/2";"1400";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1500mm-A";"";"MNPT 1/2";"1500";"Стекло";"Да";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-1-B-1-1500mm-B";"";"MNPT 1/2";"1500";"Стекло";"нет";"Стекло/SS304/Витон";"Витон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Витон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-500mm-A";"";"MNPT 1/2";"500";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-500mm-B";"";"MNPT 1/2";"500";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-600mm-A";"";"MNPT 1/2";"600";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-600mm-B";"";"MNPT 1/2";"600";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-700mm-A";"";"MNPT 1/2";"700";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-700mm-B";"";"MNPT 1/2";"700";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-800mm-A";"";"MNPT 1/2";"800";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-800mm-B";"";"MNPT 1/2";"800";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-900mm-A";"";"MNPT 1/2";"900";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-900mm-B";"";"MNPT 1/2";"900";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1000mm-A";"";"MNPT 1/2";"1000";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1000mm-B";"";"MNPT 1/2";"1000";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1100mm-A";"";"MNPT 1/2";"1100";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1100mm-B";"";"MNPT 1/2";"1100";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1200mm-A";"";"MNPT 1/2";"1200";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1200mm-B";"";"MNPT 1/2";"1200";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1300mm-A";"";"MNPT 1/2";"1300";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1300mm-B";"";"MNPT 1/2";"1300";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1400mm-A";"";"MNPT 1/2";"1400";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1400mm-B";"";"MNPT 1/2";"1400";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1500mm-A";"";"MNPT 1/2";"1500";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-A-1-1500mm-B";"";"MNPT 1/2";"1500";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"с аварийным затвором";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-500mm-A";"";"MNPT 1/2";"500";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-500mm-B";"";"MNPT 1/2";"500";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-600mm-A";"";"MNPT 1/2";"600";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-600mm-B";"";"MNPT 1/2";"600";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-700mm-A";"";"MNPT 1/2";"700";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-700mm-B";"";"MNPT 1/2";"700";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-800mm-A";"";"MNPT 1/2";"800";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-800mm-B";"";"MNPT 1/2";"800";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-900mm-A";"";"MNPT 1/2";"900";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-900mm-B";"";"MNPT 1/2";"900";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1000mm-A";"";"MNPT 1/2";"1000";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1000mm-B";"";"MNPT 1/2";"1000";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1100mm-A";"";"MNPT 1/2";"1100";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1100mm-B";"";"MNPT 1/2";"1100";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1200mm-A";"";"MNPT 1/2";"1200";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1200mm-B";"";"MNPT 1/2";"1200";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1300mm-A";"";"MNPT 1/2";"1300";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1300mm-B";"";"MNPT 1/2";"1300";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1400mm-A";"";"MNPT 1/2";"1400";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1400mm-B";"";"MNPT 1/2";"1400";"Стекло";"нет";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
"SLT-1-A-1-1-2-B-1-1500mm-A";"";"MNPT 1/2";"1500";"Стекло";"Да";"Стекло/SS304/Тефлон";"Тефлон";"С защитной опорной трубкой (резьбовой)";"SS304";"без аварийного затвора";"Материалы: Трубка - Стекло, Клапан - SS304, Уплотнение - Тефлон";"assets/images/SLT-1.png";;
