pagetitle,15;18;60;87;92;95;6;19
"TLF-00-A-1-0-1-1-1";"";"0-10 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";;;
"TLF-00-A-1-0-1-1-2";"";"0-10 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-00-A-1-0-2-1-1";"";"0-10 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-00-A-1-0-2-1-2";"";"0-10 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-00-T-1-0-1-1-1";"";"0-10 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-00-T-1-0-1-1-2";"";"0-10 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-00-T-1-0-2-1-1";"";"0-10 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-00-T-1-0-2-1-2";"";"0-10 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-01-A-1-0-1-1-1";"";"0-20 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-01-A-1-0-1-1-2";"";"0-20 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-01-A-1-0-2-1-1";"";"0-20 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-01-A-1-0-2-1-2";"";"0-20 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-01-T-1-0-1-1-1";"";"0-20 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-01-T-1-0-1-1-2";"";"0-20 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-01-T-1-0-2-1-1";"";"0-20 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-01-T-1-0-2-1-2";"";"0-20 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-02-A-1-0-1-1-1";"";"0-50 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-02-A-1-0-1-1-2";"";"0-50 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-02-A-1-0-2-1-1";"";"0-50 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-02-A-1-0-2-1-2";"";"0-50 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
"TLF-02-T-1-0-1-1-1";"";"0-50 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-02-T-1-0-1-1-2";"";"0-50 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-02-T-1-0-2-1-1";"";"0-50 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-02-T-1-0-2-1-2";"";"0-50 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-03-A-1-0-1-1-1";"";"0-100 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-03-A-1-0-1-1-2";"";"0-100 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-03-A-1-0-2-1-1";"";"0-100 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-03-A-1-0-2-1-2";"";"0-100 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
"TLF-03-T-1-0-1-1-1";"";"0-100 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-03-T-1-0-1-1-2";"";"0-100 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-03-T-1-0-2-1-1";"";"0-100 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-03-T-1-0-2-1-2";"";"0-100 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-04-A-1-0-1-1-1";"";"0-200 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
