pagetitle,15;18;60;87;92;95;6;19
"TLF-04-A-1-0-1-1-2";"";"0-200 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-04-A-1-0-2-1-1";"";"0-200 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-04-A-1-0-2-1-2";"";"0-200 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-04-T-1-0-1-1-1";"";"0-200 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-04-T-1-0-1-1-2";"";"0-200 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-04-T-1-0-2-1-1";"";"0-200 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-04-T-1-0-2-1-2";"";"0-200 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-05-A-1-0-1-1-1";"";"0-500 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-05-A-1-0-1-1-2";"";"0-500 нсм³/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-05-A-1-0-2-1-1";"";"0-500 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";"";
"TLF-05-A-1-0-2-1-2";"";"0-500 нсм³/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
"TLF-05-T-1-0-1-1-1";"";"0-500 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-05-T-1-0-1-1-2";"";"0-500 нсм³/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-05-T-1-0-2-1-1";"";"0-500 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-05-T-1-0-2-1-2";"";"0-500 нсм³/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-06-A-1-0-1-1-1";"";"0-1 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-06-A-1-0-1-1-2";"";"0-1 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-06-A-1-0-2-1-1";"";"0-1 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-06-A-1-0-2-1-2";"";"0-1 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
"TLF-06-T-1-0-1-1-1";"";"0-1 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-06-T-1-0-1-1-2";"";"0-1 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-06-T-1-0-2-1-1";"";"0-1 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-06-T-1-0-2-1-2";"";"0-1 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-07-A-1-0-1-1-1";"";"0-2 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-07-A-1-0-1-1-2";"";"0-2 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-07-A-1-0-2-1-1";"";"0-2 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-07-A-1-0-2-1-2";"";"0-2 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-07-T-1-0-1-1-1";"";"0-2 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-07-T-1-0-1-1-2";"";"0-2 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-07-T-1-0-2-1-1";"";"0-2 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-07-T-1-0-2-1-2";"";"0-2 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-08-A-1-0-1-1-1";"";"0-5 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-08-A-1-0-1-1-2";"";"0-5 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-08-A-1-0-2-1-1";"";"0-5 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-08-A-1-0-2-1-2";"";"0-5 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-08-T-1-0-1-1-1";"";"0-5 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-08-T-1-0-1-1-2";"";"0-5 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-08-T-1-0-2-1-1";"";"0-5 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-08-T-1-0-2-1-2";"";"0-5 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-09-A-1-0-1-1-1";"";"0-10 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-09-A-1-0-1-1-2";"";"0-10 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-09-A-1-0-2-1-1";"";"0-10 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-09-A-1-0-2-1-2";"";"0-10 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
"TLF-09-T-1-0-1-1-1";"";"0-10 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-09-T-1-0-1-1-2";"";"0-10 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-09-T-1-0-2-1-1";"";"0-10 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-09-T-1-0-2-1-2";"";"0-10 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-10-A-1-0-1-1-1";"";"0-15 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-10-A-1-0-1-1-2";"";"0-15 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-10-A-1-0-2-1-1";"";"0-15 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-10-A-1-0-2-1-2";"";"0-15 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-10-T-1-0-1-1-1";"";"0-15 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-10-T-1-0-1-1-2";"";"0-15 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-10-T-1-0-2-1-1";"";"0-15 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-10-T-1-0-2-1-2";"";"0-15 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-11-A-1-0-1-1-1";"";"0-20 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-11-A-1-0-1-1-2";"";"0-20 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-11-A-1-0-2-1-1";"";"0-20 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-11-A-1-0-2-1-2";"";"0-20 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-11-T-1-0-1-1-1";"";"0-20 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-11-T-1-0-1-1-2";"";"0-20 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-11-T-1-0-2-1-1";"";"0-20 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-11-T-1-0-2-1-2";"";"0-20 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-12-A-1-0-1-1-1";"";"0-25 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-12-A-1-0-1-1-2";"";"0-25 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-12-A-1-0-2-1-1";"";"0-25 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-12-A-1-0-2-1-2";"";"0-25 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-12-T-1-0-1-1-1";"";"0-25 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-12-T-1-0-1-1-2";"";"0-25 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-12-T-1-0-2-1-1";"";"0-25 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-12-T-1-0-2-1-2";"";"0-25 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-13-A-1-0-1-1-1";"";"0-30 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-13-A-1-0-1-1-2";"";"0-30 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-13-A-1-0-2-1-1";"";"0-30 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-13-A-1-0-2-1-2";"";"0-30 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-13-T-1-0-1-1-1";"";"0-30 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-13-T-1-0-1-1-2";"";"0-30 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-13-T-1-0-2-1-1";"";"0-30 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-13-T-1-0-2-1-2";"";"0-30 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-14-A-1-0-1-1-1";"";"0-35 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-14-A-1-0-1-1-2";"";"0-35 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-14-A-1-0-2-1-1";"";"0-35 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-14-A-1-0-2-1-2";"";"0-35 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-14-T-1-0-1-1-1";"";"0-35 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-14-T-1-0-1-1-2";"";"0-35 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-14-T-1-0-2-1-1";"";"0-35 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-14-T-1-0-2-1-2";"";"0-35 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-15-A-1-0-1-1-1";"";"0-40 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-15-A-1-0-1-1-2";"";"0-40 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-15-A-1-0-2-1-1";"";"0-40 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-15-A-1-0-2-1-2";"";"0-40 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-15-T-1-0-1-1-1";"";"0-40 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-15-T-1-0-1-1-2";"";"0-40 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-15-T-1-0-2-1-1";"";"0-40 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-15-T-1-0-2-1-2";"";"0-40 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-16-A-1-0-1-1-1";"";"0-45 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-16-A-1-0-1-1-2";"";"0-45 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-16-A-1-0-2-1-1";"";"0-45 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-16-A-1-0-2-1-2";"";"0-45 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-16-T-1-0-1-1-1";"";"0-45 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-16-T-1-0-1-1-2";"";"0-45 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-16-T-1-0-2-1-1";"";"0-45 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-16-T-1-0-2-1-2";"";"0-45 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-17-A-1-0-1-1-1";"";"0-50 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-17-A-1-0-1-1-2";"";"0-50 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-17-A-1-0-2-1-1";"";"0-50 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-17-A-1-0-2-1-2";"";"0-50 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-17-T-1-0-1-1-1";"";"0-50 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-17-T-1-0-1-1-2";"";"0-50 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-17-T-1-0-2-1-1";"";"0-50 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-17-T-1-0-2-1-2";"";"0-50 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-18-A-1-0-1-1-1";"";"0-55 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-18-A-1-0-1-1-2";"";"0-55 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-18-A-1-0-2-1-1";"";"0-55 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-18-A-1-0-2-1-2";"";"0-55 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-18-T-1-0-1-1-1";"";"0-55 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-18-T-1-0-1-1-2";"";"0-55 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-18-T-1-0-2-1-1";"";"0-55 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-18-T-1-0-2-1-2";"";"0-55 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-19-A-1-0-1-1-1";"";"0-60 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-19-A-1-0-1-1-2";"";"0-60 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-19-A-1-0-2-1-1";"";"0-60 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-19-A-1-0-2-1-2";"";"0-60 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-19-T-1-0-1-1-1";"";"0-60 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-19-T-1-0-1-1-2";"";"0-60 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-19-T-1-0-2-1-1";"";"0-60 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-19-T-1-0-2-1-2";"";"0-60 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-20-A-1-0-1-1-1";"";"0-65 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-20-A-1-0-1-1-2";"";"0-65 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-20-A-1-0-2-1-1";"";"0-65 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-20-A-1-0-2-1-2";"";"0-65 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-20-T-1-0-1-1-1";"";"0-65 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-20-T-1-0-1-1-2";"";"0-65 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-20-T-1-0-2-1-1";"";"0-65 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-20-T-1-0-2-1-2";"";"0-65 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-21-A-1-0-1-1-1";"";"0-70 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-21-A-1-0-1-1-2";"";"0-70 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-21-A-1-0-2-1-1";"";"0-70 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-21-A-1-0-2-1-2";"";"0-70 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-21-T-1-0-1-1-1";"";"0-70 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-21-T-1-0-1-1-2";"";"0-70 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-21-T-1-0-2-1-1";"";"0-70 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-21-T-1-0-2-1-2";"";"0-70 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-22-A-1-0-1-1-1";"";"0-75 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-22-A-1-0-1-1-2";"";"0-75 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-22-A-1-0-2-1-1";"";"0-75 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-22-A-1-0-2-1-2";"";"0-75 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-22-T-1-0-1-1-1";"";"0-75 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-22-T-1-0-1-1-2";"";"0-75 нл/мин";"Тапкон";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-22-T-1-0-2-1-1";"";"0-75 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-22-T-1-0-2-1-2";"";"0-75 нл/мин";"Тапкон";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";;
"TLF-23-A-1-0-1-1-1";"";"0-100 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Есть";"assets/images/TLF.png";;
"TLF-23-A-1-0-1-1-2";"";"0-100 нл/мин";"SS316";"Без дисплея";"0~5 VDC";"Нет";"assets/images/TLF.png";;
"TLF-23-A-1-0-2-1-1";"";"0-100 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Есть";"assets/images/TLF.png";;
"TLF-23-A-1-0-2-1-2";"";"0-100 нл/мин";"SS316";"Без дисплея";"4~20 мА";"Нет";"assets/images/TLF.png";"";
