pagetitle,15;16;17;18;19;21;71;82;83;86;91;95;96;116;121;6
"SV1-H-6M";"";"Hy-Lok 6mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";"";"Hy-Lok 6mm";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS6MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS6MM";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";;
"SV2-H-10M";"";"Hy-Lok 10mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";"";"Hy-Lok 10mm";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS10MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS10MM";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_H_s100.jpg";
"SV2-H-12M";"";"Hy-Lok 12mm";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";"";"Hy-Lok 12mm";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS12MM";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS12MM";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_H_s100.jpg";
"SV1-H-4T";"";"Hy-Lok 1/4";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";;"Hy-Lok 1/4";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS4";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS4";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_H_s100.jpg";
"SV2-H-6T";"";"Hy-Lok 3/8";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";;"Hy-Lok 3/8";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS6";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS6";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_H_s100.jpg";
"SV2-H-8T";"";"Hy-Lok 1/2";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";;"Hy-Lok 1/2";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VS8";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VS8";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_H_s100.jpg";
"SV1-F-4N";"";"NPT 1/4";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";;"NPT 1/4 внутр.";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VF4";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VF4";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_F_s100.jpg";
"SV1-F-4R";"";"RT 1/4";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,37,25:4,3}";;"RT 1/4 внутр.";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VF4RT";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VF4RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_F_s100.jpg";
"SV2-F-6N";"";"NPT 3/8";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";;"NPT 3/8 внутр.";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VF6";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VF6";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_F_s100.jpg";
"SV2-F-6R";"";"RT 3/8";"<span class=help title=Указано значение для темп. от -54 до 38 °С<br/>см. график зависимости давления от температуры.>414бар<sup>*</sup></span>";"{18:0,73,25:6,3}";;"RT 3/8 внутр.";"от -54&#176;C до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/SV_H_s100.jpg>";"SS-1VF6RT";"V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>";"V-образная (стандарт)";"SS-1VF6RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"assets/images/SV_F_s100.jpg";
