pagetitle,16;17;18;59;65;82;86;95;96;6;15;19
"PRU200-1-A-1-1-A-A";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"A<br><img src=assets/images/ports/pru/A2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";;;;
"PRU200-1-A-1-1-C-A-LT";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"A<br><img src=assets/images/ports/pru/A2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/A.jpg";"NULL";;
"PRU200-1-A-1-1-A-B";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"B<br><img src=assets/images/ports/pru/B2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";"assets/images/ports/pru/B.jpg";"NULL";;
"PRU200-1-A-1-1-C-B-LT";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"B<br><img src=assets/images/ports/pru/B2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/B.jpg";"NULL";;
"PRU200-1-A-1-1-A-C";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"C<br><img src=assets/images/ports/pru/C2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";"assets/images/ports/pru/C.jpg";"NULL";;
"PRU200-1-A-1-1-C-C-LT";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"C<br><img src=assets/images/ports/pru/C2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/C.jpg";"NULL";;
"PRU200-1-A-1-1-A-D";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"D<br><img src=assets/images/ports/pru/D2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";"assets/images/ports/pru/D.jpg";"NULL";;
"PRU200-1-A-1-1-C-D-LT";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"D<br><img src=assets/images/ports/pru/D2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/D.jpg";"NULL";;
"PRU200-1-A-1-1-A-E";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"E<br><img src=assets/images/ports/pru/E2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";"assets/images/ports/pru/E.jpg";"NULL";;
"PRU200-1-A-1-1-C-E-LT";"NPT 1/2";"0,1-10,4 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"E<br><img src=assets/images/ports/pru/E2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/E.jpg";"NULL";;
"PRU200-1-A-1-2-A-A";"NPT 1/2";"0,2-17,2 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"A<br><img src=assets/images/ports/pru/A2.jpg>";"от -40°С (стандарт)";"Тефлон (Макс. входное давление 41 бар)";"assets/images/ports/pru/A.jpg";"NULL";;
"PRU200-1-A-1-2-C-A-LT";"NPT 1/2";"0,2-17,2 бар";"Пластиковая";"1.0";"assets/images/PRU/plastic.jpg";"Нерж.сталь SS316";"A<br><img src=assets/images/ports/pru/A2.jpg>";"от -60°C";"Спец.Тефлон (Макс. входное давление 241 бар)";"assets/images/ports/pru/A.jpg";"NULL";;
