pagetitle,15;16;17;18;19;21;38;71;82;83;86;91;95;96;108;116;121;123;126;6
"GB3-H-8T";"";"Hy-Lok 1/2";"414бар";"{18:2,2,25:11}";"";"Hy-Lok 1/2";"V16C-D-8T";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-12NBS8";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-12NBS8";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"8A-U16-T-SS";"8A-U16-T-SS";"assets/images/GB_H_s100.jpg";
"GB3-H-12T";"";"Hy-Lok 3/4";"414бар";"{18:2,2,25:11}";;"Hy-Lok 3/4";"V16C-D-12T";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-12NBS12";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-12NBS12";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"12A-U16-T-SS";"12A-U16-T-SS";"assets/images/GB_H_s100.jpg";
"GB3-H-16T";"";"Hy-Lok 1";"414бар";"{18:2,2,25:11}";"";"Hy-Lok 1";"V16C-D-16T";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-12NBS16";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-12NBS16";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"16A-U16-T-SS";"16A-U16-T-SS";"assets/images/GB_H_s100.jpg";
"GB1-F-2N";"";"NPT 1/8";"414бар";"{18:0,35,25:4}";"";"NPT 1/8 внутр.";"V16A-F-2N";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-3NBF2";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-3NBF2";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"2F-U6-T-SS";"2F-U6-T-SS";"assets/images/GB_F_s100.jpg";
"GB1-F-2R";"";"RT 1/8";"414бар";"{18:0,35,25:4}";;"RT 1/8 внутр.";"V16A-F-2R";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-3NBF2RT";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-3NBF2RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"2KF-U6-T-SS";"2KF-U6-T-SS";"assets/images/GB_F_s100.jpg";
"GB1-F-4N";"";"NPT 1/4";"414бар";"{18:0,35,25:4}";"";"NPT 1/4 внутр.";"V16A-F-4N";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-3NBF4";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-3NBF4";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"4F-U6-T-SS";"4F-U6-T-SS";"assets/images/GB_F_s100.jpg";
"GB1-F-4R";"";"RT 1/4";"414бар";"{18:0,35,25:4}";;"RT 1/4 внутр.";"V16A-F-4R";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-3NBF4RT";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-3NBF4RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"4KF-U6-T-SS";"4KF-U6-T-SS";"assets/images/GB_F_s100.jpg";
"GB2-F-4N";"";"NPT 1/4";"414бар";"{18:0,86,25:6,4}";"";"NPT 1/4 внутр.";"V16B-F-4N";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-6NBF4";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-6NBF4";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"4F-U12-T-SS";"4F-U12-T-SS";"assets/images/GB_F_s100.jpg";
"GB2-F-4R";"";"RT 1/4";"414бар";"{18:0,86,25:6,4}";;"RT 1/4 внутр.";"V16B-F-4R";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-6NBF4RT";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-6NBF4RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"4KF-U12-T-SS";"4KF-U12-T-SS";"assets/images/GB_F_s100.jpg";
"GB2-F-6N";"";"NPT 3/8";"414бар";"{18:0,86,25:6,4}";"";"NPT 3/8 внутр.";"V16B-F-6N";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-6NBF6";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-6NBF6";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"6F-U12-T-SS";"6F-U12-T-SS";"assets/images/GB_F_s100.jpg";
"GB2-F-6R";"";"RT 3/8";"414бар";"{18:0,86,25:6,4}";;"RT 3/8 внутр.";"V16B-F-6R";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-6NBF6RT";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-6NBF6RT";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"6KF-U12-T-SS";"6KF-U12-T-SS";"assets/images/GB_F_s100.jpg";
"GB3-F-8N";"";"NPT 1/2";"414бар";"{18:2,2,25:11}";"";"NPT 1/2 внутр.";"V16C-F-8N";"от -54&#176;C<br/>до 232&#176;C";"PTFE (стандарт)";"V";"Проходной<br><img src=assets/images/GB_H_s100.jpg>";"SS-12NBF8";"V-образная<br><img src=assets/images/NV-needle-V.jpg>";"V-образная";"Нержавеющая сталь SS316::Корпус|1|1//Нержавеющая сталь SS316::Игла|1|2//Нержавеющая сталь SS316::Наконечник иглы|1|3//Нержавеющая сталь SS316::Крышка|1|4//Нержавеющая сталь SS316::Проставка уплотнений|1|5//PTFE::Уплотнительные кольца|1|6//Армированный PTFE::Уплотнительная шайба|1|7//Нержавеющая сталь SS316::Фиксирующая гайка|0|8//Нержавеющая сталь SS316::Рукоятка|0|9//Нержавеющая сталь SS316::Гайка для крепления|1|10//Нержавеющая сталь SS316::Фиксатор уплотнений|1|11//Нержавеющая сталь SS316::Обжимная гайка|1|12//Нержавеющая сталь SS316::Переднее кольцо|1|13//Нержавеющая сталь SS316::Заднее кольцо|1|14";"SS-12NBF8";"<div class=elemento info mat=PTFE>PTFE (стандарт)</div>";"8F-U16-T-SS";"8F-U16-T-SS";"assets/images/GB_F_s100.jpg";
