pagetitle,15;16;17;25;6;19
"AR11E005.220/50";"";"50 Нм ";"220/50";"стандарт";;;
"AR11E008.220/50";"";"80 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E010.220/50";"";"100 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E015.220/50";"";"150 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E020.220/50";"";"200 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E030.220/50";"";"300 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E050.220/50";"";"500 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E060.220/50";"";"600 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E080.220/50";"";"800 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E120.220/50";"";"1200 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E150.220/50";"";"1500 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E200.220/50";"";"2000 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E300.220/50";"";"3000 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E400.220/50";"";"4000 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E500.220/50";"";"5000 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E600.220/50";"";"6000 Нм ";"220/50";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E005.24/DC";"";"50 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E008.24/DC";"";"80 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E010.24/DC";"";"100 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E015.24/DC";"";"150 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E020.24/DC";"";"200 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E030.24/DC";"";"300 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E050.24/DC";"";"500 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E060.24/DC";"";"600 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E080.24/DC";"";"800 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E120.24/DC";"";"1200 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E150.24/DC";"";"1500 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E200.24/DC";"";"2000 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E300.24/DC";"";"3000 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E400.24/DC";"";"4000 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E500.24/DC";"";"5000 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E600.24/DC";"";"6000 Нм ";"24/DC";"стандарт";"products/valves/zatvor/AR01E.png";;
"AR11E005.LT.220/50";"";"50 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";"";
"AR11E008.LT.220/50";"";"80 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E010.LT.220/50";"";"100 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E015.LT.220/50";"";"150 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E020.LT.220/50";"";"200 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E030.LT.220/50";"";"300 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E050.LT.220/50";"";"500 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E060.LT.220/50";"";"600 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E080.LT.220/50";"";"800 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E120.LT.220/50";"";"1200 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E150.LT.220/50";"";"1500 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E200.LT.220/50";"";"2000 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E300.LT.220/50";"";"3000 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E400.LT.220/50";"";"4000 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E500.LT.220/50";"";"5000 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E600.LT.220/50";"";"6000 Нм ";"220/50";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E005.LT.24/DC";"";"50 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E008.LT.24/DC";"";"80 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E010.LT.24/DC";"";"100 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E015.LT.24/DC";"";"150 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E020.LT.24/DC";"";"200 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E030.LT.24/DC";"";"300 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E050.LT.24/DC";"";"500 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E060.LT.24/DC";"";"600 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E080.LT.24/DC";"";"800 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E120.LT.24/DC";"";"1200 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E150.LT.24/DC";"";"1500 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E200.LT.24/DC";"";"2000 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E300.LT.24/DC";"";"3000 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E400.LT.24/DC";"";"4000 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E500.LT.24/DC";"";"5000 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E600.LT.24/DC";"";"6000 Нм ";"24/DC";"на -40°C";"products/valves/zatvor/AR01E.png";;
"AR11E005.EX.LT.220/50";"";"50 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E008.EX.LT.220/50";"";"80 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E010.EX.LT.220/50";"";"100 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E015.EX.LT.220/50";"";"150 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E020.EX.LT.220/50";"";"200 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E030.EX.LT.220/50";"";"300 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E050.EX.LT.220/50";"";"500 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E060.EX.LT.220/50";"";"600 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E080.EX.LT.220/50";"";"800 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E120.EX.LT.220/50";"";"1200 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E150.EX.LT.220/50";"";"1500 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E200.EX.LT.220/50";"";"2000 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E300.EX.LT.220/50";"";"3000 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
"AR11E400.EX.LT.220/50";"";"4000 Нм ";"220/50";"на -40°C Ex (ТР ТС 012)";"products/valves/zatvor/AR01E.png";;
