#,Заказной код,Параметр:Заказной код:Точность,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Питание,Параметр:Заказной код:Диапазон измерения,Параметр:Заказной код:Выходной сигнал,Параметр:Заказной код:Корпус
,12245712,"1,00%",G 1/4A внешняя,8...30 В DC,6 бар,"4...20 мA, 2-проводной",нержавеющая сталь
,12092968,"1,00%",G 1/4A внешняя,8...30 В DC,10 бар,"4...20 мA, 2-проводной",нержавеющая сталь
,12092976,"1,00%",G 1/4A внешняя,8...30 В DC,16 бар,"4...20 мA, 2-проводной",нержавеющая сталь
,12549241,"1,00%",G 1/4A внешняя,8...30 В DC,25 бар,"4...20 мA, 2-проводной",нержавеющая сталь
,13387198,"1,00%",G 1/4A внешняя,14...30 В DC,6 бар,"0...10 В, 3-проводной",нержавеющая сталь
,12796132,"1,00%",G 1/4A внешняя,14...30 В DC,10 бар,"0...10 В, 3-проводной",нержавеющая сталь
