pagetitle,15;16;17;21;60;86;87;93;95;6
"PS2000X-10R-A-1-F-1-A";"";"FNPT 1/2";"0,7-7 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";;
"PS2000X-20R-A-1-F-1-A";"";"FNPT 1/2";"2,4-13,8 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2000X-1.png";
"PS2000X-30R-A-1-F-1-A";"";"FNPT 1/2";"3,4-20,7 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2000X-1.png";
"PS2000X-60R-A-1-F-1-A";"";"FNPT 1/2";"6,9-41,4 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2000X-1.png";
"PS2000X-130R-A-1-F-1-A";"";"FNPT 1/2";"13,8-90 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2000X-1.png";
"PS2000X-240R-A-1-F-1-A";"";"FNPT 1/2";"20,7-165,5 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2000X-1.png";
"PS2000X-10R-A-1-F-1-B";"";"FNPT 1/2";"0,7-7 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2000X-1.png";
"PS2000X-20R-A-1-F-1-B";"";"FNPT 1/2";"2,4-13,8 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2000X-1.png";
"PS2000X-30R-A-1-F-1-B";"";"FNPT 1/2";"3,4-20,7 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2000X-1.png";
"PS2000X-60R-A-1-F-1-B";"";"FNPT 1/2";"6,9-41,4 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2000X-1.png";
"PS2000X-130R-A-1-F-1-B";"";"FNPT 1/2";"13,8-90 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2000X-1.png";
