#,Заказной код,Параметр:Заказной код:Подсоединение инструмента,Параметр:Заказной код:Подсоединение процесса,Параметр:Заказной код:Материал верхней части корпуса,Параметр:Заказной код:Диаметр мембраны,Параметр:Заказной код:Материал нижней части корпуса,Параметр:Заказной код:Материал мембраны
,DT110-B-A-M-F-S-S-1,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,SS316L
,DT110-B-A-M-F-S-S-2,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-B-A-M-F-S-S-3,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Танталум
,DT110-B-B-2-M-S-S-1,FNPT 1/4,MNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-2-M-S-S-2,FNPT 1/4,MNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-2-M-S-S-3,FNPT 1/4,MNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-2-F-S-S-1,FNPT 1/4,FNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-2-F-S-S-2,FNPT 1/4,FNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-2-F-S-S-3,FNPT 1/4,FNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-4-M-S-S-1,FNPT 1/4,MNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-4-M-S-S-2,FNPT 1/4,MNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-4-M-S-S-3,FNPT 1/4,MNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-4-F-S-S-1,FNPT 1/4,FNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-4-F-S-S-2,FNPT 1/4,FNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-4-F-S-S-3,FNPT 1/4,FNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-6-M-S-S-1,FNPT 1/4,MNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-6-M-S-S-2,FNPT 1/4,MNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-6-M-S-S-3,FNPT 1/4,MNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-6-F-S-S-1,FNPT 1/4,FNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-6-F-S-S-2,FNPT 1/4,FNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-6-F-S-S-3,FNPT 1/4,FNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-M-M-S-S-1,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-M-M-S-S-2,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-M-M-S-S-3,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-B-M-F-S-S-1,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-B-B-M-F-S-S-2,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-B-B-M-F-S-S-3,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-B-C-2-M-S-S-1,FNPT 1/4,MNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-2-M-S-S-2,FNPT 1/4,MNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-2-M-S-S-3,FNPT 1/4,MNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-2-F-S-S-1,FNPT 1/4,FNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-2-F-S-S-2,FNPT 1/4,FNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-2-F-S-S-3,FNPT 1/4,FNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-4-M-S-S-1,FNPT 1/4,MNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-4-M-S-S-2,FNPT 1/4,MNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-4-M-S-S-3,FNPT 1/4,MNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-4-F-S-S-1,FNPT 1/4,FNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-4-F-S-S-2,FNPT 1/4,FNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-4-F-S-S-3,FNPT 1/4,FNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-6-M-S-S-1,FNPT 1/4,MNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-6-M-S-S-2,FNPT 1/4,MNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-6-M-S-S-3,FNPT 1/4,MNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-6-F-S-S-1,FNPT 1/4,FNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-6-F-S-S-2,FNPT 1/4,FNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-6-F-S-S-3,FNPT 1/4,FNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-M-M-S-S-1,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-M-M-S-S-2,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-M-M-S-S-3,FNPT 1/4,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-B-C-M-F-S-S-1,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-B-C-M-F-S-S-2,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-B-C-M-F-S-S-3,FNPT 1/4,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-A-2-M-S-S-1,FNPT 3/8,MNPT 1/4,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-2-M-S-S-2,FNPT 3/8,MNPT 1/4,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-2-M-S-S-3,FNPT 3/8,MNPT 1/4,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-2-F-S-S-1,FNPT 3/8,FNPT 1/4,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-2-F-S-S-2,FNPT 3/8,FNPT 1/4,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-2-F-S-S-3,FNPT 3/8,FNPT 1/4,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-4-M-S-S-1,FNPT 3/8,MNPT 3/8,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-4-M-S-S-2,FNPT 3/8,MNPT 3/8,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-4-M-S-S-3,FNPT 3/8,MNPT 3/8,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-4-F-S-S-1,FNPT 3/8,FNPT 3/8,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-4-F-S-S-2,FNPT 3/8,FNPT 3/8,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-4-F-S-S-3,FNPT 3/8,FNPT 3/8,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-6-M-S-S-1,FNPT 3/8,MNPT 1/2,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-6-M-S-S-2,FNPT 3/8,MNPT 1/2,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-6-M-S-S-3,FNPT 3/8,MNPT 1/2,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-6-F-S-S-1,FNPT 3/8,FNPT 1/2,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-6-F-S-S-2,FNPT 3/8,FNPT 1/2,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-6-F-S-S-3,FNPT 3/8,FNPT 1/2,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-M-M-S-S-1,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-M-M-S-S-2,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-M-M-S-S-3,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-A-M-F-S-S-1,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,SS316L
,DT110-D-A-M-F-S-S-2,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-D-A-M-F-S-S-3,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Танталум
,DT110-D-B-2-M-S-S-1,FNPT 3/8,MNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-2-M-S-S-2,FNPT 3/8,MNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-2-M-S-S-3,FNPT 3/8,MNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-2-F-S-S-1,FNPT 3/8,FNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-2-F-S-S-2,FNPT 3/8,FNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-2-F-S-S-3,FNPT 3/8,FNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-4-M-S-S-1,FNPT 3/8,MNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-4-M-S-S-2,FNPT 3/8,MNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-4-M-S-S-3,FNPT 3/8,MNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-4-F-S-S-1,FNPT 3/8,FNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-4-F-S-S-2,FNPT 3/8,FNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-4-F-S-S-3,FNPT 3/8,FNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-6-M-S-S-1,FNPT 3/8,MNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-6-M-S-S-2,FNPT 3/8,MNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-6-M-S-S-3,FNPT 3/8,MNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-6-F-S-S-1,FNPT 3/8,FNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-6-F-S-S-2,FNPT 3/8,FNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-6-F-S-S-3,FNPT 3/8,FNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-M-M-S-S-1,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-M-M-S-S-2,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-M-M-S-S-3,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-B-M-F-S-S-1,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-D-B-M-F-S-S-2,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-D-B-M-F-S-S-3,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-D-C-2-M-S-S-1,FNPT 3/8,MNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-2-M-S-S-2,FNPT 3/8,MNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-2-M-S-S-3,FNPT 3/8,MNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-2-F-S-S-1,FNPT 3/8,FNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-2-F-S-S-2,FNPT 3/8,FNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-2-F-S-S-3,FNPT 3/8,FNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-4-M-S-S-1,FNPT 3/8,MNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-4-M-S-S-2,FNPT 3/8,MNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-4-M-S-S-3,FNPT 3/8,MNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-4-F-S-S-1,FNPT 3/8,FNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-4-F-S-S-2,FNPT 3/8,FNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-4-F-S-S-3,FNPT 3/8,FNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-6-M-S-S-1,FNPT 3/8,MNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-6-M-S-S-2,FNPT 3/8,MNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-6-M-S-S-3,FNPT 3/8,MNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-6-F-S-S-1,FNPT 3/8,FNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-6-F-S-S-2,FNPT 3/8,FNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-6-F-S-S-3,FNPT 3/8,FNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-M-M-S-S-1,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-M-M-S-S-2,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-M-M-S-S-3,FNPT 3/8,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-D-C-M-F-S-S-1,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-D-C-M-F-S-S-2,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-D-C-M-F-S-S-3,FNPT 3/8,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-A-2-M-S-S-1,FNPT 1/2,MNPT 1/4,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-2-M-S-S-2,FNPT 1/2,MNPT 1/4,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-2-M-S-S-3,FNPT 1/2,MNPT 1/4,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-2-F-S-S-1,FNPT 1/2,FNPT 1/4,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-2-F-S-S-2,FNPT 1/2,FNPT 1/4,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-2-F-S-S-3,FNPT 1/2,FNPT 1/4,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-4-M-S-S-1,FNPT 1/2,MNPT 3/8,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-4-M-S-S-2,FNPT 1/2,MNPT 3/8,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-4-M-S-S-3,FNPT 1/2,MNPT 3/8,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-4-F-S-S-1,FNPT 1/2,FNPT 3/8,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-4-F-S-S-2,FNPT 1/2,FNPT 3/8,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-4-F-S-S-3,FNPT 1/2,FNPT 3/8,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-6-M-S-S-1,FNPT 1/2,MNPT 1/2,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-6-M-S-S-2,FNPT 1/2,MNPT 1/2,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-6-M-S-S-3,FNPT 1/2,MNPT 1/2,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-6-F-S-S-1,FNPT 1/2,FNPT 1/2,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-6-F-S-S-2,FNPT 1/2,FNPT 1/2,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-6-F-S-S-3,FNPT 1/2,FNPT 1/2,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-M-M-S-S-1,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-M-M-S-S-2,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-M-M-S-S-3,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-A-M-F-S-S-1,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,SS316L
,DT110-F-A-M-F-S-S-2,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-F-A-M-F-S-S-3,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;45мм,SS316,Танталум
,DT110-F-B-2-M-S-S-1,FNPT 1/2,MNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-2-M-S-S-2,FNPT 1/2,MNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-2-M-S-S-3,FNPT 1/2,MNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-2-F-S-S-1,FNPT 1/2,FNPT 1/4,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-2-F-S-S-2,FNPT 1/2,FNPT 1/4,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-2-F-S-S-3,FNPT 1/2,FNPT 1/4,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-4-M-S-S-1,FNPT 1/2,MNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-4-M-S-S-2,FNPT 1/2,MNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-4-M-S-S-3,FNPT 1/2,MNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-4-F-S-S-1,FNPT 1/2,FNPT 3/8,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-4-F-S-S-2,FNPT 1/2,FNPT 3/8,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-4-F-S-S-3,FNPT 1/2,FNPT 3/8,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-6-M-S-S-1,FNPT 1/2,MNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-6-M-S-S-2,FNPT 1/2,MNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-6-M-S-S-3,FNPT 1/2,MNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-6-F-S-S-1,FNPT 1/2,FNPT 1/2,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-6-F-S-S-2,FNPT 1/2,FNPT 1/2,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-6-F-S-S-3,FNPT 1/2,FNPT 1/2,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-M-M-S-S-1,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-M-M-S-S-2,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-M-M-S-S-3,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-B-M-F-S-S-1,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,SS316L
,DT110-F-B-M-F-S-S-2,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Хастеллой C276
,DT110-F-B-M-F-S-S-3,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;55мм,SS316,Танталум
,DT110-F-C-2-M-S-S-1,FNPT 1/2,MNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-2-M-S-S-2,FNPT 1/2,MNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-2-M-S-S-3,FNPT 1/2,MNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-2-F-S-S-1,FNPT 1/2,FNPT 1/4,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-2-F-S-S-2,FNPT 1/2,FNPT 1/4,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-2-F-S-S-3,FNPT 1/2,FNPT 1/4,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-4-M-S-S-1,FNPT 1/2,MNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-4-M-S-S-2,FNPT 1/2,MNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-4-M-S-S-3,FNPT 1/2,MNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-4-F-S-S-1,FNPT 1/2,FNPT 3/8,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-4-F-S-S-2,FNPT 1/2,FNPT 3/8,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-4-F-S-S-3,FNPT 1/2,FNPT 3/8,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-6-M-S-S-1,FNPT 1/2,MNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-6-M-S-S-2,FNPT 1/2,MNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-6-M-S-S-3,FNPT 1/2,MNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-6-F-S-S-1,FNPT 1/2,FNPT 1/2,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-6-F-S-S-2,FNPT 1/2,FNPT 1/2,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-6-F-S-S-3,FNPT 1/2,FNPT 1/2,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-M-M-S-S-1,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-M-M-S-S-2,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-M-M-S-S-3,FNPT 1/2,M20x1.5 наруж. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-F-C-M-F-S-S-1,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,SS316L
,DT110-F-C-M-F-S-S-2,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Хастеллой C276
,DT110-F-C-M-F-S-S-3,FNPT 1/2,M20x1.5 внутр. ,SS316,&Oslash;75мм,SS316,Танталум
,DT110-M-A-2-M-S-S-1-1,M20x1.5 внутр.,MNPT 1/4,SS316,&Oslash;45мм,SS316,SS316L
,DT110-M-A-2-M-S-S-2-2,M20x1.5 внутр.,MNPT 1/4,SS316,&Oslash;45мм,SS316,Хастеллой C276
,DT110-M-A-2-M-S-S-3-3,M20x1.5 внутр.,MNPT 1/4,SS316,&Oslash;45мм,SS316,Танталум
