pagetitle,15;16;21;60;80;82;84;6
"DT114-B-1-A-A-S-V-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Хастеллой C276";;
"DT114-B-1-A-A-S-V-Ti";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-A-S-V-Ta";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-A-S-P-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-A-S-P-Ti";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-A-S-P-Ta";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-A-S-T-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Тефлон";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-A-S-T-Ti";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Тефлон";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-A-S-T-Ta";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Тефлон";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-A-S-PV-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-A-S-PV-Ti";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-A-S-PV-Ta";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-B-S-V-H";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВХ";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-B-S-V-Ti";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВХ";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-B-S-V-Ta";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВХ";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-B-S-P-H";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-B-S-P-Ti";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-B-S-P-Ta";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-B-S-T-H";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Тефлон";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-B-S-T-Ti";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Тефлон";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-B-S-T-Ta";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"Тефлон";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-B-S-PV-H";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-B-S-PV-Ti";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-B-S-PV-Ta";"";"FNPT 1/4";"FNPT 1/4";"SS316";"ø55мм";"ПВДФ";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-M-S-V-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Хастеллой C276";"assets/images/DT114.png";
"DT114-B-1-A-M-S-V-Ti";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Титан";"assets/images/DT114.png";
"DT114-B-1-A-M-S-V-Ta";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"ПВХ";"Танталум";"assets/images/DT114.png";
"DT114-B-1-A-M-S-P-H";"";"FNPT 1/4";"MNPT 1/4";"SS316";"ø55мм";"Полипропилен";"Хастеллой C276";"assets/images/DT114.png";
