#,Заказной код,Параметр:Заказной код:Диаметр,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Штуцер,Параметр:Заказной код:Диапазон давления
,13165985,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от -1 до 2 бар
,13202499,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от -1 до 4 бар
,13193385,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от -1 до 9 бар
,13273320,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от 0 до 3 бар
,13273346,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от 0 до 5 бар
,13273371,63 мм,"Tri-Clamp DN 1 1/2""",сзади,от 0 до 10 бар
