pagetitle,15;16;17;60;65;87;88;6
"G77-A-6N-150A-1bar-1M";"";"NPT 3/8";"0-1 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";;
"G77-A-6N-150A-1,6bar-1M";"";"NPT 3/8";"0-1,6 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-2,5bar-1M";"";"NPT 3/8";"0-2,5 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-4bar-1M";"";"NPT 3/8";"0-4 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-6bar-1M";"";"NPT 3/8";"0-6 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-10bar-1M";"";"NPT 3/8";"0-10 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-16bar-1M";"";"NPT 3/8";"0-16 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-20bar-1M";"";"NPT 3/8";"0-20 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-25bar-1M";"";"NPT 3/8";"0-25 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-40bar-1M";"";"NPT 3/8";"0-40 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-60bar-1M";"";"NPT 3/8";"0-60 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-100bar-1M";"";"NPT 3/8";"0-100 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-160bar-1M";"";"NPT 3/8";"0-160 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-250bar-1M";"";"NPT 3/8";"0-250 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-400bar-1M";"";"NPT 3/8";"0-400 бар";"Алюминий";"150мм";"Одна точка настройки SPDTx1";"SPDTx1";"assets/images/G77.png";
"G77-A-6N-150A-1bar-2M";"";"NPT 3/8";"0-1 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
"G77-A-6N-150A-1,6bar-2M";"";"NPT 3/8";"0-1,6 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
"G77-A-6N-150A-2,5bar-2M";"";"NPT 3/8";"0-2,5 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
"G77-A-6N-150A-4bar-2M";"";"NPT 3/8";"0-4 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
"G77-A-6N-150A-6bar-2M";"";"NPT 3/8";"0-6 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
"G77-A-6N-150A-10bar-2M";"";"NPT 3/8";"0-10 бар";"Алюминий";"150мм";"Две точки настройки SPDTx2";"SPDTx2";"assets/images/G77.png";
