#,Заказной код,Параметр:Заказной код:Давление срабатывания
,VPPB-SP-E,4-6 бар
,VPPB-SP-F,6-10 бар
,VPPB-SP-G,10-16 бар
,VPPB-SP-H,16-25 бар
,VPPB-SP-J,25-40 бар
,VPPB-SP-K,40-60 бар
,VPPB-SP-L,60-100 бар
,VPPB-SP-M,100-160 бар
,VPPC-SP-N,160-250 бар
,VPPC-SP-P,250-300 бар
