#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Материал корпуса,Параметр:Заказной код:Размер шкалы,Параметр:Заказной код:Материал мембраны,Параметр:Заказной код:Материал нижней секции мембраны,Параметр:Заказной код:Заполнение глицерином,Параметр:Заказной код:Поверка
,GD-32-S-L-S-20M-150A-16MPa-VE-GW,от 0 до 16МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-25MPa-VE-GW,от 0 до 25МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-40MPa-VE-GW,от 0 до 40МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-60kPa-VE-GW,от 0 до 60кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-100kPa-VE-GW,от 0 до 100кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-160kPa-VE-GW,от 0 до 160кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-250kPa-VE-GW,от 0 до 250кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-400kPa-VE-GW,от 0 до 400кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-600kPa-VE-GW,от 0 до 600кПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-1Mpa-VE-GW,от 0 до 1МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-1,6MPa-VE-GW",от 0 до 1.6МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-2,5MPa-VE-GW",от 0 до 2.5МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-4MPa-VE-GW,от 0 до 4МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-6MPa-VE-GW,от 0 до 6МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-10MPa-VE-GW,от 0 до 10МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-16MPa-VE-GW,от 0 до 16МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-250Aar-VE-GW,от 0 до 25МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-40MPa-VE-GW,от 0 до 40МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-8psi-VE-GW,от 0 до 8psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-15psi-VE-GW,от 0 до 15psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-23psi-VE-GW,от 0 до 23psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-35psi-VE-GW,от 0 до 35psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-60psi-VE-GW,от 0 до 6psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-85psi-VE-GW,от 0 до 85psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-150psi-VE-GW,от 0 до 150psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-230psi-VE-GW,от 0 до 230psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-350psi-VE-GW,от 0 до 350psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-600psi-VE-GW,от 0 до 600psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-850psi-VE-GW,от 0 до 850psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-1500psi-VE-GW,от 0 до 1500psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-2300psi-VE-GW,от 0 до 2300psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-3500psi-VE-GW,от 0 до 3500psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-6000psi-VE-GW,от 0 до 6000psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-8psi-VE-GW,от 0 до 8psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-15psi-VE-GW,от 0 до 15psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-23psi-VE-GW,от 0 до 23psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-35psi-VE-GW,от 0 до 35psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-60psi-VE-GW,от 0 до 6psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-85psi-VE-GW,от 0 до 85psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-150psi-VE-GW,от 0 до 150psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-230psi-VE-GW,от 0 до 230psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-350psi-VE-GW,от 0 до 350psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-600psi-VE-GW,от 0 до 600psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-850psi-VE-GW,от 0 до 850psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-1500psi-VE-GW,от 0 до 1500psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-2300psi-VE-GW,от 0 до 2300psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-3500psi-VE-GW,от 0 до 3500psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-6000psi-VE-GW,от 0 до 6000psi,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-8psi-VE-GW,от 0 до 8psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-15psi-VE-GW,от 0 до 15psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-23psi-VE-GW,от 0 до 23psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-35psi-VE-GW,от 0 до 35psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-60psi-VE-GW,от 0 до 6psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-85psi-VE-GW,от 0 до 85psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-150psi-VE-GW,от 0 до 150psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-230psi-VE-GW,от 0 до 230psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-350psi-VE-GW,от 0 до 350psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-600psi-VE-GW,от 0 до 600psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-850psi-VE-GW,от 0 до 850psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-1500psi-VE-GW,от 0 до 1500psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-2300psi-VE-GW,от 0 до 2300psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-3500psi-VE-GW,от 0 до 3500psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-6000psi-VE-GW,от 0 до 6000psi,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V0bar-VE-GW,от -1 до 0бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-V0,6bar-VE-GW",от -1 до 0.6бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-V1,5bar-VE-GW",от -1 до 1.5бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V3bar-VE-GW,от -1 до 3бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V5bar-VE-GW,от -1 до 5бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V9bar-VE-GW,от -1 до 9бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V15bar-VE-GW,от -1 до 15бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V24bar-VE-GW,от -1 до 24бар,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V0bar-VE-GW,от -1 до 0бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-150A-V0,6bar-VE-GW",от -1 до 0.6бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-150A-V1,5bar-VE-GW",от -1 до 1.5бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V3bar-VE-GW,от -1 до 3бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V5bar-VE-GW,от -1 до 5бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V9bar-VE-GW,от -1 до 9бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V15bar-VE-GW,от -1 до 15бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V24bar-VE-GW,от -1 до 24бар,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V0bar-VE-GW,от -1 до 0бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-V0,6bar-VE-GW",от -1 до 0.6бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-V1,5bar-VE-GW",от -1 до 1.5бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V3bar-VE-GW,от -1 до 3бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V5bar-VE-GW,от -1 до 5бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V9bar-VE-GW,от -1 до 9бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V15bar-VE-GW,от -1 до 15бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V24bar-VE-GW,от -1 до 24бар,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V0kPa-VE-GW,от -100 до 0КПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V60kPa-VE-GW,от -100 до 60КПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V150kPa-VE-GW,от -100 до 150КПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V300kPa-VE-GW,от -100 до 300КПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V500kPa-VE-GW,от -100 до 500КПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8G-150A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V0kPa-VE-GW,от -100 до 0КПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V60kPa-VE-GW,от -100 до 60КПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V150kPa-VE-GW,от -100 до 150КПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V300kPa-VE-GW,от -100 до 300КПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-20M-150A-V500kPa-VE-GW,от -100 до 500КПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-150A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-150A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-20M-150A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,M20x1.5,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V0kPa-VE-GW,от -100 до 0КПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V60kPa-VE-GW,от -100 до 60КПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V150kPa-VE-GW,от -100 до 150КПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V300kPa-VE-GW,от -100 до 300КПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8N-150A-V500kPa-VE-GW,от -100 до 500КПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-V0,9MPa-VE-GW",от -0.1 до 0.9МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-V1,5MPa-VE-GW",от -0.1 до 1.5МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-8N-150A-V2,4MPa-VE-GW",от -0.1 до 2.4МПа,NPT 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-8G-150A-V0psi-VE-GW,от -14.5 до 0psi,G 1/2,Нержавеющая сталь,150мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
