pagetitle,15;16;17;21;33;80;87;96;6;19
"G40-C-8G-63A-16mbar";"";"подсоединение снизу";"от 0 до 16мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";;;
"G40-C-8G-63A-25mbar";"";"подсоединение снизу";"от 0 до 25мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-40mbar";"";"подсоединение снизу";"от 0 до 40мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-60mbar";"";"подсоединение снизу";"от 0 до 60мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-100mbar";"";"подсоединение снизу";"от 0 до 100мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";"";
"G40-C-8G-63A-160mbar";"";"подсоединение снизу";"от 0 до 160мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-250mbar";"";"подсоединение снизу";"от 0 до 250мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-400mbar";"";"подсоединение снизу";"от 0 до 400мбар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-0.6bar";"";"подсоединение снизу";"от 0 до 0.6бар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-63A-1bar";"";"подсоединение снизу";"от 0 до 1бар";"G 1/2";"A";"63мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-16mbar";"";"подсоединение снизу";"от 0 до 16мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-25mbar";"";"подсоединение снизу";"от 0 до 25мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-40mbar";"";"подсоединение снизу";"от 0 до 40мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-60mbar";"";"подсоединение снизу";"от 0 до 60мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-100mbar";"";"подсоединение снизу";"от 0 до 100мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";"";
"G40-C-8G-100A-160mbar";"";"подсоединение снизу";"от 0 до 160мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-250mbar";"";"подсоединение снизу";"от 0 до 250мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";"";
"G40-C-8G-100A-400mbar";"";"подсоединение снизу";"от 0 до 400мбар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";"";
"G40-C-8G-100A-0.6bar";"";"подсоединение снизу";"от 0 до 0.6бар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-100A-1bar";"";"подсоединение снизу";"от 0 до 1бар";"G 1/2";"A";"100мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
"G40-C-8G-150A-16mbar";"";"подсоединение снизу";"от 0 до 16мбар";"G 1/2";"A";"150мм";"нет";"A-подсоединение снизу<br><img src=assets/images/g40-A.png>";"assets/images/g40-A.png";;
