pagetitle,15;16;17;21;60;86;87;93;95;6
"PS2200X-04R-A-1-F-1-A";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";;
"PS2200X-10R-A-1-F-1-A";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-1-A";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-1-A";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-04R-A-1-F-1-B";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-10R-A-1-F-1-B";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-1-B";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-1-B";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-04R-A-1-F-1-C";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-10R-A-1-F-1-C";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-1-C";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-1-C";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx1";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-04R-A-1-F-2-A";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx2";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-10R-A-1-F-2-A";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx2";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-2-A";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx2";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-2-A";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx2";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
"PS2200X-04R-A-1-F-2-B";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-10R-A-1-F-2-B";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-2-B";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-2-B";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B - EC-Type Examination: ITRl/TAIWAN—Exd MB + H2T6";"B";"assets/images/PS2200X.png";
"PS2200X-04R-A-1-F-2-C";"";"FNPT 1/2";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-10R-A-1-F-2-C";"";"FNPT 1/2";"0,03-0,2 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-20R-A-1-F-2-C";"";"FNPT 1/2";"0,03-0,3 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-30R-A-1-F-2-C";"";"FNPT 1/2";"0,11-0,7 бар";"FNPT 1/2";"SS316";"SPDTx2";"EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C - EC-Type Examination: ATEX-II2 GD Ex d IIB + H2 Gb T6 Ex tb IIIC Db T85";"C";"assets/images/PS2200X.png";
"PS2200X-04R-A-2-F-1-A";"";"FNPT 1/4";"0,003-0,12 бар";"FNPT 1/2";"SS316";"SPDTx1";"Сертификат только на клеммную коробку-Class I, Class II";"A - Сертификат только на клеммную коробку-Class I, Class II";"A";"assets/images/PS2200X.png";
