pagetitle,15;16;21;60;80;82;84;6
"DT133-B-A-1-1-S-S-1";"";"FNPT 1/4";"ANSI 150# 3/4";"SS316";"ø36мм";"SS316";"SS316L";;
"DT133-B-A-1-1-S-S-2";"";"FNPT 1/4";"ANSI 150# 3/4";"SS316";"ø36мм";"SS316";"Хастеллой C276";"assets/images/DT133.png";
"DT133-B-A-1-1-S-S-3";"";"FNPT 1/4";"ANSI 150# 3/4";"SS316";"ø36мм";"SS316";"Танталум";"assets/images/DT133.png";
"DT133-B-A-1-2-S-S-1";"";"FNPT 1/4";"ANSI 300# 3/4";"SS316";"ø36мм";"SS316";"SS316L";"assets/images/DT133.png";
"DT133-B-A-1-2-S-S-2";"";"FNPT 1/4";"ANSI 300# 3/4";"SS316";"ø36мм";"SS316";"Хастеллой C276";"assets/images/DT133.png";
"DT133-B-A-1-2-S-S-3";"";"FNPT 1/4";"ANSI 300# 3/4";"SS316";"ø36мм";"SS316";"Танталум";"assets/images/DT133.png";
"DT133-B-A-1-G10-S-S-1";"";"FNPT 1/4";"Гост Py10 Dy20";"SS316";"ø36мм";"SS316";"SS316L";"assets/images/DT133.png";
"DT133-B-A-1-G10-S-S-2";"";"FNPT 1/4";"Гост Py10 Dy20";"SS316";"ø36мм";"SS316";"Хастеллой C276";"assets/images/DT133.png";
"DT133-B-A-1-G10-S-S-3";"";"FNPT 1/4";"Гост Py10 Dy20";"SS316";"ø36мм";"SS316";"Танталум";"assets/images/DT133.png";
"DT133-B-A-1-G16-S-S-1";"";"FNPT 1/4";"Гост Py16 Dy20";"SS316";"ø36мм";"SS316";"SS316L";"assets/images/DT133.png";
"DT133-B-A-1-G16-S-S-2";"";"FNPT 1/4";"Гост Py16 Dy20";"SS316";"ø36мм";"SS316";"Хастеллой C276";"assets/images/DT133.png";
"DT133-B-A-1-G16-S-S-3";"";"FNPT 1/4";"Гост Py16 Dy20";"SS316";"ø36мм";"SS316";"Танталум";"assets/images/DT133.png";
"DT133-B-A-1-G25-S-S-1";"";"FNPT 1/4";"Гост Py25 Dy20";"SS316";"ø36мм";"SS316";"SS316L";"assets/images/DT133.png";
"DT133-B-A-1-G25-S-S-2";"";"FNPT 1/4";"Гост Py25 Dy20";"SS316";"ø36мм";"SS316";"Хастеллой C276";"assets/images/DT133.png";
"DT133-B-A-1-G25-S-S-3";"";"FNPT 1/4";"Гост Py25 Dy20";"SS316";"ø36мм";"SS316";"Танталум";"assets/images/DT133.png";
"DT133-B-A-2-1-S-S-1";"";"FNPT 1/4";"ANSI 150# 1";"SS316";"ø36мм";"SS316";"SS316L";"assets/images/DT133.png";
