"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G10-C-8G-100A-V0psi-VE","от -14.5 до 0psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V8psi-VE","от -14.5 до 8psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V20psi-VE","от -14.5 до 20psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V40psi-VE","от -14.5 до 40psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V70psi-VE","от -14.5 до 70psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V130psi-VE","от -14.5 до 130psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V200psi-VE","от -14.5 до 200psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-100A-V350psi-VE","от -14.5 до 350psi","G 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V0psi-VE","от -14.5 до 0psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V8psi-VE","от -14.5 до 8psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V20psi-VE","от -14.5 до 20psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V40psi-VE","от -14.5 до 40psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V70psi-VE","от -14.5 до 70psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V130psi-VE","от -14.5 до 130psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V200psi-VE","от -14.5 до 200psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-150A-V350psi-VE","от -14.5 до 350psi","G 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V0psi-VE","от -14.5 до 0psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V8psi-VE","от -14.5 до 8psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V20psi-VE","от -14.5 до 20psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V40psi-VE","от -14.5 до 40psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V70psi-VE","от -14.5 до 70psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V130psi-VE","от -14.5 до 130psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V200psi-VE","от -14.5 до 200psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8G-250A-V350psi-VE","от -14.5 до 350psi","G 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40B-V0psi-VE","от -14.5 до 0psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V8psi-VE","от -14.5 до 8psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V20psi-VE","от -14.5 до 20psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V40psi-VE","от -14.5 до 40psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V70psi-VE","от -14.5 до 70psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V130psi-VE","от -14.5 до 130psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V200psi-VE","от -14.5 до 200psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40B-V350psi-VE","от -14.5 до 350psi","G 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V0psi-VE","от -14.5 до 0psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V8psi-VE","от -14.5 до 8psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V20psi-VE","от -14.5 до 20psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V40psi-VE","от -14.5 до 40psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V70psi-VE","от -14.5 до 70psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V130psi-VE","от -14.5 до 130psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V200psi-VE","от -14.5 до 200psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-50B-V350psi-VE","от -14.5 до 350psi","G 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V0psi-VE","от -14.5 до 0psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V8psi-VE","от -14.5 до 8psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V20psi-VE","от -14.5 до 20psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V40psi-VE","от -14.5 до 40psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V70psi-VE","от -14.5 до 70psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V130psi-VE","от -14.5 до 130psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V200psi-VE","от -14.5 до 200psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4G-63B-V350psi-VE","от -14.5 до 350psi","G 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V0psi-VE","от -14.5 до 0psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V8psi-VE","от -14.5 до 8psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V20psi-VE","от -14.5 до 20psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V40psi-VE","от -14.5 до 40psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V70psi-VE","от -14.5 до 70psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V130psi-VE","от -14.5 до 130psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V200psi-VE","от -14.5 до 200psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-100B-V350psi-VE","от -14.5 до 350psi","G 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V0psi-VE","от -14.5 до 0psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V8psi-VE","от -14.5 до 8psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V20psi-VE","от -14.5 до 20psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V40psi-VE","от -14.5 до 40psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V70psi-VE","от -14.5 до 70psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V130psi-VE","от -14.5 до 130psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V200psi-VE","от -14.5 до 200psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-150B-V350psi-VE","от -14.5 до 350psi","G 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V0psi-VE","от -14.5 до 0psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V8psi-VE","от -14.5 до 8psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V20psi-VE","от -14.5 до 20psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V40psi-VE","от -14.5 до 40psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V70psi-VE","от -14.5 до 70psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V130psi-VE","от -14.5 до 130psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V200psi-VE","от -14.5 до 200psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8G-250B-V350psi-VE","от -14.5 до 350psi","G 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40A-V0psi-VE","от -14.5 до 0psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V8psi-VE","от -14.5 до 8psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V20psi-VE","от -14.5 до 20psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V40psi-VE","от -14.5 до 40psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V70psi-VE","от -14.5 до 70psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V130psi-VE","от -14.5 до 130psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V200psi-VE","от -14.5 до 200psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40A-V350psi-VE","от -14.5 до 350psi","M10x1","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V0psi-VE","от -14.5 до 0psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V8psi-VE","от -14.5 до 8psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V20psi-VE","от -14.5 до 20psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V40psi-VE","от -14.5 до 40psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V70psi-VE","от -14.5 до 70psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V130psi-VE","от -14.5 до 130psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V200psi-VE","от -14.5 до 200psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-50A-V350psi-VE","от -14.5 до 350psi","M12x1.5","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V0psi-VE","от -14.5 до 0psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V8psi-VE","от -14.5 до 8psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V20psi-VE","от -14.5 до 20psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V40psi-VE","от -14.5 до 40psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V70psi-VE","от -14.5 до 70psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V130psi-VE","от -14.5 до 130psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V200psi-VE","от -14.5 до 200psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-12M-63A-V350psi-VE","от -14.5 до 350psi","M12x1.5","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V0psi-VE","от -14.5 до 0psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V8psi-VE","от -14.5 до 8psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V20psi-VE","от -14.5 до 20psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V40psi-VE","от -14.5 до 40psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V70psi-VE","от -14.5 до 70psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V130psi-VE","от -14.5 до 130psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V200psi-VE","от -14.5 до 200psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-100A-V350psi-VE","от -14.5 до 350psi","M20x1.5","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V0psi-VE","от -14.5 до 0psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V8psi-VE","от -14.5 до 8psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V20psi-VE","от -14.5 до 20psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V40psi-VE","от -14.5 до 40psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V70psi-VE","от -14.5 до 70psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V130psi-VE","от -14.5 до 130psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V200psi-VE","от -14.5 до 200psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-150A-V350psi-VE","от -14.5 до 350psi","M20x1.5","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V0psi-VE","от -14.5 до 0psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V8psi-VE","от -14.5 до 8psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V20psi-VE","от -14.5 до 20psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V40psi-VE","от -14.5 до 40psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V70psi-VE","от -14.5 до 70psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V130psi-VE","от -14.5 до 130psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V200psi-VE","от -14.5 до 200psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-20M-250A-V350psi-VE","от -14.5 до 350psi","M20x1.5","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-10M-40B-V0psi-VE","от -14.5 до 0psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V8psi-VE","от -14.5 до 8psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V20psi-VE","от -14.5 до 20psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V40psi-VE","от -14.5 до 40psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V70psi-VE","от -14.5 до 70psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V130psi-VE","от -14.5 до 130psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V200psi-VE","от -14.5 до 200psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-10M-40B-V350psi-VE","от -14.5 до 350psi","M10x1","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V0psi-VE","от -14.5 до 0psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V8psi-VE","от -14.5 до 8psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V20psi-VE","от -14.5 до 20psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V40psi-VE","от -14.5 до 40psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V70psi-VE","от -14.5 до 70psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V130psi-VE","от -14.5 до 130psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V200psi-VE","от -14.5 до 200psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-50B-V350psi-VE","от -14.5 до 350psi","M12x1.5","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V0psi-VE","от -14.5 до 0psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V8psi-VE","от -14.5 до 8psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V20psi-VE","от -14.5 до 20psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V40psi-VE","от -14.5 до 40psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V70psi-VE","от -14.5 до 70psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V130psi-VE","от -14.5 до 130psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V200psi-VE","от -14.5 до 200psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-12M-63B-V350psi-VE","от -14.5 до 350psi","M12x1.5","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V0psi-VE","от -14.5 до 0psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V8psi-VE","от -14.5 до 8psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V20psi-VE","от -14.5 до 20psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V40psi-VE","от -14.5 до 40psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V70psi-VE","от -14.5 до 70psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V130psi-VE","от -14.5 до 130psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V200psi-VE","от -14.5 до 200psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-100B-V350psi-VE","от -14.5 до 350psi","M20x1.5","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V0psi-VE","от -14.5 до 0psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V8psi-VE","от -14.5 до 8psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V20psi-VE","от -14.5 до 20psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V40psi-VE","от -14.5 до 40psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V70psi-VE","от -14.5 до 70psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V130psi-VE","от -14.5 до 130psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V200psi-VE","от -14.5 до 200psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-V350psi-VE","от -14.5 до 350psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V0psi-VE","от -14.5 до 0psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V8psi-VE","от -14.5 до 8psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V20psi-VE","от -14.5 до 20psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V40psi-VE","от -14.5 до 40psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V70psi-VE","от -14.5 до 70psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V130psi-VE","от -14.5 до 130psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V200psi-VE","от -14.5 до 200psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-V350psi-VE","от -14.5 до 350psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40A-V0psi-VE","от -14.5 до 0psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V8psi-VE","от -14.5 до 8psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V20psi-VE","от -14.5 до 20psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V40psi-VE","от -14.5 до 40psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V70psi-VE","от -14.5 до 70psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V130psi-VE","от -14.5 до 130psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V200psi-VE","от -14.5 до 200psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-V350psi-VE","от -14.5 до 350psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V0psi-VE","от -14.5 до 0psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V8psi-VE","от -14.5 до 8psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V20psi-VE","от -14.5 до 20psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V40psi-VE","от -14.5 до 40psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V70psi-VE","от -14.5 до 70psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V130psi-VE","от -14.5 до 130psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-V200psi-VE","от -14.5 до 200psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
