#;Заказной код;Параметр:Заказной код:Размер резьбы;Параметр:Заказной код:Материал;Условное обозначение:Заказной код:Материал;;
;9090789;G⅛;Cu;Медь;;
;9090797;G¼,M12x1,5;Al;Алюминий;;
;9090800;G¼,M12x1,5;Cu;Медь;;
;9092161;G¼,M12x1,5;1,4571;;;
;9090819;G⅜,G½,M20x1,5;Cu;Медь;;
;9092099;G⅜,G½,M20x1,5;1,4571;;;
;9092269;G¼;Al;Алюминий;;
;9092277;G¼;Cu;Медь;;
;9092285;M12x1,5;Cu;Медь;;
;9092293;G½;Cu;Медь;;
;;;;;;
