pagetitle,15;16;60;64;69;81;82;6
"LXT204-S-1-C-1-1-1";"";"NPT 1/2";"SS316";"1 SPDT";"ANSI 150 1-1/2";"Стандартный";"SS316";;
"LXT204-S-1-C-1-1-2";"";"NPT 1/2";"SS316";"2 SPDT";"ANSI 150 1-1/2";"Стандартный";"SS316";"assets/images/LXT204-S.png";
"LXT204-S-1-C-1-2-1";"";"NPT 1/2";"SS304";"1 SPDT";"ANSI 150 1-1/2";"Стандартный";"SS304";"assets/images/LXT204-S.png";
"LXT204-S-1-C-1-2-2";"";"NPT 1/2";"SS304";"2 SPDT";"ANSI 150 1-1/2";"Стандартный";"SS304";"assets/images/LXT204-S.png";
"LXT204-S-1-D-1-1-1";"";"NPT 1/2";"SS316";"1 SPDT";"ANSI 300 1-1/2";"Стандартный";"SS316";"assets/images/LXT204-S.png";
"LXT204-S-1-D-1-1-2";"";"NPT 1/2";"SS316";"2 SPDT";"ANSI 300 1-1/2";"Стандартный";"SS316";"assets/images/LXT204-S.png";
"LXT204-S-1-D-1-2-1";"";"NPT 1/2";"SS304";"1 SPDT";"ANSI 300 1-1/2";"Стандартный";"SS304";"assets/images/LXT204-S.png";
"LXT204-S-1-D-1-2-2";"";"NPT 1/2";"SS304";"2 SPDT";"ANSI 300 1-1/2";"Стандартный";"SS304";"assets/images/LXT204-S.png";
"LXT204-S-1-G10-1-1-1";"";"NPT 1/2";"SS316";"1 SPDT";"Гост Py10 Dy40";"Стандартный";"SS316";"assets/images/LXT204-S.png";
"LXT204-S-1-G10-1-1-2";"";"NPT 1/2";"SS316";"2 SPDT";"Гост Py10 Dy40";"Стандартный";"SS316";"assets/images/LXT204-S.png";
"LXT204-S-1-G10-1-2-1";"";"NPT 1/2";"SS304";"1 SPDT";"Гост Py10 Dy40";"Стандартный";"SS304";"assets/images/LXT204-S.png";
"LXT204-S-1-G10-1-2-2";"";"NPT 1/2";"SS304";"2 SPDT";"Гост Py10 Dy40";"Стандартный";"SS304";"assets/images/LXT204-S.png";
