pagetitle,15;16;17;60;65;93;6
"SCA-150-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"150 мл";"Двухгорловой";;
"SCA-300-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"300 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-500-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"500 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-1000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"1000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-1500-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"1500 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-2000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"2000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-3000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"3000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-4000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"4000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-5000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"5000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-7000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"7000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-10000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"10000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-15000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"15000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-20000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"20000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-23000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"23000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-25000-D-40-F4N-SS-IG";"";"NPT 1/4";"40 бар";"Нерж. Сталь";"25000 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-150-D-40-F8N-SS-IG";"";"NPT 1/2";"40 бар";"Нерж. Сталь";"150 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
"SCA-300-D-40-F8N-SS-IG";"";"NPT 1/2";"40 бар";"Нерж. Сталь";"300 мл";"Двухгорловой";"assets/images/balloons/two.jpg";
